3263,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-22 05:57:00,1
2019-06-22 05:59:00,34
2019-06-22 06:00:00,23
2019-06-22 06:01:00,63
2019-06-22 06:02:00,66
2019-06-22 06:03:00,37
2019-06-22 06:04:00,52
2019-06-22 06:05:00,16
2019-06-22 06:06:00,43
2019-06-22 06:07:00,22
2019-06-22 06:08:00,2
2019-06-22 06:09:00,1
2019-06-22 16:58:00,2
2019-06-22 16:59:00,3
2019-06-22 17:00:00,30
2019-06-22 17:01:00,46
2019-06-22 17:02:00,17
2019-06-22 17:03:00,22
2019-06-22 17:04:00,32
2019-06-22 17:05:00,15
2019-06-22 17:06:00,22
2019-06-22 17:07:00,25
2019-06-22 17:08:00,23
2019-06-22 17:09:00,43
2019-06-22 17:10:00,13
2019-06-22 17:11:00,37
2019-06-22 17:12:00,21
2019-06-22 17:13:00,30
2019-06-22 17:14:00,35
2019-06-22 17:15:00,30
2019-06-22 17:16:00,38
2019-06-22 17:17:00,33
2019-06-22 17:18:00,35
2019-06-22 17:19:00,22
2019-06-22 17:20:00,30
2019-06-22 17:21:00,45
2019-06-22 17:22:00,34
2019-06-22 17:23:00,38
2019-06-22 17:24:00,42
2019-06-22 17:25:00,28
2019-06-22 17:26:00,27
2019-06-22 17:27:00,25
2019-06-22 17:28:00,25
2019-06-22 17:29:00,35
2019-06-22 17:30:00,30
2019-06-22 17:31:00,32
2019-06-22 17:32:00,23
2019-06-22 17:33:00,29
2019-06-22 17:34:00,35
2019-06-22 17:35:00,21
2019-06-22 17:36:00,21
2019-06-22 17:37:00,43
2019-06-22 17:38:00,30
2019-06-22 17:39:00,36
2019-06-22 17:40:00,36
2019-06-22 17:41:00,28
2019-06-22 17:42:00,28
2019-06-22 17:43:00,42
2019-06-22 17:44:00,30
2019-06-22 17:45:00,35
2019-06-22 17:46:00,17
2019-06-22 17:47:00,54
2019-06-22 17:48:00,35
2019-06-22 17:49:00,26
2019-06-22 17:50:00,36
2019-06-22 17:51:00,40
2019-06-22 17:52:00,29
2019-06-22 17:53:00,13
2019-06-22 17:54:00,25
2019-06-22 17:55:00,30
2019-06-22 17:56:00,19
2019-06-22 17:57:00,24
2019-06-22 17:58:00,31
2019-06-22 17:59:00,28
2019-06-22 18:00:00,16
2019-06-22 18:01:00,15
2019-06-22 18:02:00,7
2019-06-22 18:03:00,22
2019-06-22 18:04:00,2
2019-06-22 18:05:00,19
2019-06-22 18:06:00,23
2019-06-22 18:07:00,3
2019-06-22 18:08:00,5
2019-06-22 18:09:00,18
2019-06-22 18:10:00,37
2019-06-22 18:11:00,20
2019-06-22 18:12:00,14
2019-06-22 18:13:00,37
2019-06-22 18:14:00,25
2019-06-22 18:15:00,30
2019-06-22 18:16:00,25
2019-06-22 18:17:00,11
2019-06-22 18:18:00,5
2019-06-22 18:19:00,3
2019-06-22 18:20:00,2
2019-06-22 18:21:00,13
2019-06-22 18:22:00,22
2019-06-22 18:23:00,15
2019-06-22 18:24:00,27
2019-06-22 18:25:00,13
2019-06-22 18:26:00,12
2019-06-22 18:27:00,26
2019-06-22 18:28:00,7
2019-06-22 18:29:00,18
2019-06-22 18:30:00,25
2019-06-22 18:31:00,34
2019-06-22 18:32:00,38
2019-06-22 18:33:00,16
2019-06-22 18:34:00,17
2019-06-22 18:35:00,27
2019-06-22 18:36:00,18
2019-06-22 18:37:00,20
2019-06-22 18:38:00,7
2019-06-22 18:39:00,13
2019-06-22 18:40:00,13
2019-06-22 18:41:00,14
2019-06-22 18:42:00,26
2019-06-22 18:43:00,11
2019-06-22 18:44:00,12
2019-06-22 18:45:00,31
2019-06-22 18:46:00,17
2019-06-22 18:47:00,18
2019-06-22 18:48:00,33
2019-06-22 18:49:00,31
2019-06-22 18:50:00,14
2019-06-22 18:51:00,26
2019-06-22 18:52:00,13
2019-06-22 18:53:00,23
2019-06-22 18:54:00,24
2019-06-22 18:55:00,16
2019-06-22 18:56:00,19
2019-06-22 18:57:00,15
2019-06-22 18:58:00,28
2019-06-22 18:59:00,3
