16,"SELECT up_id, dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) as SpecobjId   FROM #upload WHERE dbo.fGetNearestSpecObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-06-22 22:04:00,2
2019-06-22 22:06:00,1
2019-06-22 22:07:00,1
2019-06-22 22:13:00,1
2019-06-22 22:15:00,1
2019-06-22 22:17:00,1
2019-06-22 22:27:00,1
2019-06-22 22:34:00,1
2019-06-22 22:44:00,1
2019-06-22 22:53:00,1
2019-06-22 23:02:00,1
2019-06-22 23:05:00,1
2019-06-22 23:08:00,2
2019-06-22 23:14:00,1
