91,select * from SpecLineIndex where specObjId=#
2019-06-22 00:01:00,1
2019-06-22 00:05:00,1
2019-06-22 00:17:00,1
2019-06-22 00:48:00,1
2019-06-22 00:55:00,1
2019-06-22 01:02:00,1
2019-06-22 01:09:00,1
2019-06-22 01:11:00,1
2019-06-22 01:37:00,1
2019-06-22 01:47:00,1
2019-06-22 01:57:00,1
2019-06-22 02:40:00,1
2019-06-22 02:41:00,1
2019-06-22 02:44:00,1
2019-06-22 02:45:00,1
2019-06-22 02:46:00,1
2019-06-22 02:48:00,1
2019-06-22 02:52:00,1
2019-06-22 03:23:00,1
2019-06-22 03:24:00,3
2019-06-22 03:26:00,1
2019-06-22 04:02:00,1
2019-06-22 04:03:00,1
2019-06-22 04:05:00,1
2019-06-22 04:22:00,1
2019-06-22 04:23:00,1
2019-06-22 05:09:00,1
2019-06-22 05:18:00,1
2019-06-22 05:43:00,1
2019-06-22 05:44:00,1
2019-06-22 05:48:00,1
2019-06-22 05:51:00,1
2019-06-22 05:52:00,1
2019-06-22 05:54:00,1
2019-06-22 05:55:00,1
2019-06-22 07:40:00,2
2019-06-22 07:47:00,2
2019-06-22 08:24:00,1
2019-06-22 08:25:00,1
2019-06-22 08:30:00,1
2019-06-22 08:32:00,1
2019-06-22 08:36:00,1
2019-06-22 09:21:00,1
2019-06-22 10:41:00,2
2019-06-22 10:42:00,1
2019-06-22 10:45:00,1
2019-06-22 11:19:00,1
2019-06-22 11:55:00,1
2019-06-22 12:29:00,1
2019-06-22 12:49:00,1
2019-06-22 13:11:00,2
2019-06-22 14:11:00,2
2019-06-22 14:16:00,1
2019-06-22 14:42:00,1
2019-06-22 14:44:00,1
2019-06-22 14:45:00,1
2019-06-22 14:49:00,1
2019-06-22 15:06:00,1
2019-06-22 15:50:00,1
2019-06-22 16:27:00,1
2019-06-22 17:13:00,1
2019-06-22 17:16:00,1
2019-06-22 17:22:00,1
2019-06-22 17:30:00,1
2019-06-22 18:28:00,1
2019-06-22 18:35:00,1
2019-06-22 18:36:00,1
2019-06-22 19:38:00,1
2019-06-22 19:42:00,1
2019-06-22 19:43:00,1
2019-06-22 19:45:00,1
2019-06-22 19:47:00,1
2019-06-22 20:42:00,1
2019-06-22 20:47:00,1
2019-06-22 21:25:00,1
2019-06-22 21:30:00,1
2019-06-22 22:06:00,1
2019-06-22 22:07:00,1
2019-06-22 22:35:00,1
2019-06-22 22:51:00,1
2019-06-22 23:17:00,1
2019-06-22 23:19:00,1
2019-06-22 23:20:00,1
2019-06-22 23:24:00,1
