1724,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-06-22 00:45:00,1
2019-06-22 01:45:00,1
2019-06-22 02:01:00,1
2019-06-22 02:45:00,1
2019-06-22 03:45:00,1
2019-06-22 04:45:00,1
2019-06-22 05:45:00,1
2019-06-22 06:45:00,1
2019-06-22 07:44:00,1
2019-06-22 08:26:00,87
2019-06-22 08:27:00,82
2019-06-22 08:34:00,39
2019-06-22 08:35:00,130
2019-06-22 08:43:00,1
2019-06-22 08:45:00,1
2019-06-22 08:46:00,148
2019-06-22 08:47:00,21
2019-06-22 08:54:00,138
2019-06-22 08:55:00,31
2019-06-22 09:45:00,1
2019-06-22 09:57:00,105
2019-06-22 09:58:00,126
2019-06-22 10:45:00,1
2019-06-22 11:01:00,86
2019-06-22 11:02:00,83
2019-06-22 11:03:00,3
2019-06-22 11:04:00,102
2019-06-22 11:45:00,1
2019-06-22 12:12:00,7
2019-06-22 12:13:00,2
2019-06-22 12:45:00,1
2019-06-22 13:45:00,1
2019-06-22 14:13:00,9
2019-06-22 14:18:00,117
2019-06-22 14:19:00,67
2019-06-22 14:20:00,141
2019-06-22 14:21:00,52
2019-06-22 14:23:00,6
2019-06-22 14:24:00,3
2019-06-22 14:27:00,9
2019-06-22 14:45:00,1
2019-06-22 14:49:00,9
2019-06-22 15:45:00,1
2019-06-22 16:45:00,1
2019-06-22 17:45:00,1
2019-06-22 18:45:00,1
2019-06-22 19:15:00,9
2019-06-22 19:16:00,51
2019-06-22 19:17:00,30
2019-06-22 19:41:00,9
2019-06-22 19:45:00,1
