2,"SELECT TOP #  p.run,p.rerun,p.camCol,p.field,p.obj  FROM ..PhotoObj AS p  JOIN dbo.fGetObjFromRect(#,#,#,#) AS b ON p.objID = b.objID  WHERE p.u < # AND p.g < # AND p.r < # AND p.i < # AND p.z < # AND ( p.type = #)"
2019-07-19 10:00:00,1
2019-07-19 10:01:00,1
