254,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-07-19 02:48:00,1
2019-07-19 03:12:00,2
2019-07-19 03:25:00,1
2019-07-19 03:28:00,1
2019-07-19 03:37:00,1
2019-07-19 03:49:00,1
2019-07-19 11:56:00,1
2019-07-19 11:57:00,1
2019-07-19 12:05:00,1
2019-07-19 12:06:00,1
2019-07-19 12:09:00,2
2019-07-19 12:16:00,1
2019-07-19 12:17:00,1
2019-07-19 12:19:00,1
2019-07-19 12:20:00,1
2019-07-19 12:22:00,1
2019-07-19 12:24:00,2
2019-07-19 12:34:00,1
2019-07-19 12:35:00,1
2019-07-19 12:37:00,1
2019-07-19 12:38:00,1
2019-07-19 13:01:00,1
2019-07-19 14:35:00,2
2019-07-19 14:36:00,1
2019-07-19 14:37:00,1
2019-07-19 14:39:00,2
2019-07-19 14:45:00,2
2019-07-19 14:48:00,2
2019-07-19 14:50:00,1
2019-07-19 14:51:00,2
2019-07-19 14:52:00,1
2019-07-19 14:53:00,1
2019-07-19 14:58:00,1
2019-07-19 14:59:00,1
2019-07-19 15:03:00,2
2019-07-19 15:04:00,1
2019-07-19 15:17:00,2
2019-07-19 15:19:00,2
2019-07-19 15:26:00,1
2019-07-19 15:27:00,1
2019-07-19 15:28:00,1
2019-07-19 15:30:00,2
2019-07-19 15:34:00,3
2019-07-19 15:36:00,2
2019-07-19 15:41:00,1
2019-07-19 15:42:00,1
2019-07-19 15:43:00,1
2019-07-19 15:44:00,1
2019-07-19 15:45:00,2
2019-07-19 15:51:00,2
2019-07-19 15:54:00,2
2019-07-19 15:55:00,2
2019-07-19 15:56:00,2
2019-07-19 16:02:00,1
2019-07-19 16:03:00,1
2019-07-19 16:08:00,2
2019-07-19 16:14:00,1
2019-07-19 16:15:00,2
2019-07-19 16:17:00,1
2019-07-19 16:18:00,2
2019-07-19 16:21:00,1
2019-07-19 16:22:00,1
2019-07-19 16:29:00,2
2019-07-19 16:36:00,1
2019-07-19 16:37:00,1
2019-07-19 16:38:00,1
2019-07-19 16:45:00,2
2019-07-19 16:47:00,1
2019-07-19 16:48:00,1
2019-07-19 16:49:00,2
2019-07-19 16:55:00,1
2019-07-19 17:02:00,1
2019-07-19 17:04:00,1
2019-07-19 17:11:00,1
2019-07-19 17:12:00,1
2019-07-19 17:13:00,1
2019-07-19 17:19:00,2
2019-07-19 17:21:00,1
2019-07-19 17:22:00,1
2019-07-19 17:23:00,1
2019-07-19 17:24:00,1
2019-07-19 17:32:00,1
2019-07-19 17:33:00,1
2019-07-19 17:35:00,1
2019-07-19 17:36:00,2
2019-07-19 17:38:00,1
2019-07-19 17:39:00,1
2019-07-19 17:41:00,1
2019-07-19 17:46:00,1
2019-07-19 17:47:00,1
2019-07-19 17:49:00,2
2019-07-19 17:54:00,2
2019-07-19 18:00:00,1
2019-07-19 18:01:00,1
2019-07-19 18:12:00,2
2019-07-19 18:14:00,2
2019-07-19 18:22:00,1
2019-07-19 18:23:00,1
2019-07-19 18:29:00,1
2019-07-19 18:30:00,1
2019-07-19 18:32:00,1
2019-07-19 18:37:00,1
2019-07-19 18:38:00,1
2019-07-19 18:41:00,1
2019-07-19 18:42:00,1
2019-07-19 18:44:00,2
2019-07-19 18:47:00,1
2019-07-19 18:48:00,1
2019-07-19 18:49:00,1
2019-07-19 18:51:00,1
2019-07-19 18:52:00,1
2019-07-19 18:53:00,1
2019-07-19 18:54:00,1
2019-07-19 19:00:00,2
2019-07-19 19:06:00,2
2019-07-19 19:13:00,1
2019-07-19 19:14:00,1
2019-07-19 20:09:00,1
2019-07-19 20:10:00,2
2019-07-19 20:12:00,1
2019-07-19 20:17:00,2
2019-07-19 20:19:00,1
2019-07-19 20:24:00,1
2019-07-19 20:26:00,1
2019-07-19 20:28:00,2
2019-07-19 20:35:00,1
2019-07-19 20:36:00,1
2019-07-19 20:37:00,1
2019-07-19 20:38:00,1
2019-07-19 20:39:00,2
2019-07-19 20:45:00,1
2019-07-19 20:46:00,1
2019-07-19 20:47:00,1
2019-07-19 20:48:00,1
2019-07-19 20:49:00,2
2019-07-19 20:50:00,1
2019-07-19 20:51:00,1
2019-07-19 20:52:00,1
2019-07-19 20:53:00,1
2019-07-19 20:55:00,2
2019-07-19 20:58:00,1
2019-07-19 20:59:00,2
2019-07-19 21:05:00,1
2019-07-19 21:06:00,1
2019-07-19 21:07:00,1
2019-07-19 21:08:00,1
2019-07-19 21:10:00,1
2019-07-19 21:11:00,1
2019-07-19 21:12:00,1
2019-07-19 21:13:00,2
2019-07-19 21:14:00,1
2019-07-19 21:16:00,2
2019-07-19 21:18:00,2
2019-07-19 21:20:00,1
2019-07-19 21:23:00,2
2019-07-19 21:25:00,1
2019-07-19 21:26:00,1
2019-07-19 21:27:00,2
2019-07-19 21:29:00,1
2019-07-19 21:30:00,1
2019-07-19 21:34:00,1
2019-07-19 21:40:00,1
2019-07-19 21:41:00,1
2019-07-19 21:42:00,1
2019-07-19 21:43:00,1
2019-07-19 21:44:00,2
2019-07-19 21:45:00,1
2019-07-19 21:46:00,1
2019-07-19 21:51:00,1
2019-07-19 21:52:00,1
2019-07-19 21:54:00,1
2019-07-19 21:55:00,1
2019-07-19 21:56:00,1
2019-07-19 21:57:00,2
2019-07-19 22:27:00,1
2019-07-19 22:33:00,2
2019-07-19 22:36:00,2
2019-07-19 22:41:00,1
2019-07-19 22:47:00,2
2019-07-19 22:49:00,1
2019-07-19 22:50:00,1
2019-07-19 22:56:00,2
2019-07-19 22:59:00,1
2019-07-19 23:00:00,2
2019-07-19 23:07:00,2
2019-07-19 23:11:00,2
2019-07-19 23:13:00,1
2019-07-19 23:26:00,1
2019-07-19 23:27:00,1
2019-07-19 23:34:00,1
2019-07-19 23:39:00,2
2019-07-19 23:40:00,1
2019-07-19 23:47:00,2
2019-07-19 23:48:00,1
2019-07-19 23:54:00,1
2019-07-19 23:59:00,1
