187,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-07-19 05:09:00,4
2019-07-19 05:10:00,4
2019-07-19 05:59:00,8
2019-07-19 06:00:00,4
2019-07-19 06:01:00,4
2019-07-19 06:02:00,6
2019-07-19 06:03:00,6
2019-07-19 06:04:00,4
2019-07-19 06:05:00,6
2019-07-19 06:06:00,4
2019-07-19 06:07:00,4
2019-07-19 06:08:00,6
2019-07-19 06:09:00,10
2019-07-19 06:10:00,4
2019-07-19 06:11:00,8
2019-07-19 06:12:00,8
2019-07-19 06:13:00,8
2019-07-19 06:14:00,4
2019-07-19 06:15:00,8
2019-07-19 06:16:00,7
2019-07-19 06:17:00,7
2019-07-19 06:18:00,2
2019-07-19 06:19:00,8
2019-07-19 06:20:00,4
2019-07-19 06:21:00,6
2019-07-19 06:22:00,4
2019-07-19 06:33:00,4
2019-07-19 07:02:00,4
2019-07-19 07:03:00,4
2019-07-19 07:40:00,2
2019-07-19 07:41:00,2
2019-07-19 07:51:00,4
2019-07-19 08:12:00,4
2019-07-19 08:20:00,4
2019-07-19 08:34:00,2
2019-07-19 08:40:00,4
2019-07-19 08:50:00,4
2019-07-19 22:27:00,1
