6683,"select specObjID, ra, dec, z, zErr, zWarning from dr1#.SpecObjAll where bestObjId =#or fluxObjID =#"
2019-07-19 00:17:00,60
2019-07-19 00:18:00,63
2019-07-19 00:19:00,60
2019-07-19 00:20:00,62
2019-07-19 00:21:00,62
2019-07-19 00:22:00,61
2019-07-19 00:23:00,61
2019-07-19 00:24:00,62
2019-07-19 00:25:00,62
2019-07-19 00:26:00,61
2019-07-19 00:27:00,61
2019-07-19 00:28:00,62
2019-07-19 00:29:00,61
2019-07-19 00:30:00,12
2019-07-19 00:42:00,34
2019-07-19 00:43:00,63
2019-07-19 00:44:00,61
2019-07-19 00:45:00,57
2019-07-19 00:46:00,58
2019-07-19 00:47:00,62
2019-07-19 00:48:00,61
2019-07-19 00:49:00,61
2019-07-19 00:50:00,61
2019-07-19 00:51:00,62
2019-07-19 00:52:00,62
2019-07-19 00:53:00,62
2019-07-19 00:54:00,61
2019-07-19 00:55:00,32
2019-07-19 01:06:00,55
2019-07-19 01:07:00,60
2019-07-19 01:08:00,61
2019-07-19 01:09:00,61
2019-07-19 01:10:00,56
2019-07-19 01:11:00,60
2019-07-19 01:12:00,61
2019-07-19 01:13:00,60
2019-07-19 01:14:00,60
2019-07-19 01:15:00,62
2019-07-19 01:16:00,61
2019-07-19 01:17:00,61
2019-07-19 01:18:00,61
2019-07-19 01:19:00,62
2019-07-19 01:20:00,15
2019-07-19 01:26:00,4
2019-07-19 01:27:00,60
2019-07-19 01:28:00,61
2019-07-19 01:29:00,62
2019-07-19 01:30:00,60
2019-07-19 01:31:00,61
2019-07-19 01:32:00,60
2019-07-19 01:33:00,62
2019-07-19 01:34:00,61
2019-07-19 01:35:00,61
2019-07-19 01:36:00,60
2019-07-19 01:37:00,59
2019-07-19 01:38:00,62
2019-07-19 01:39:00,60
2019-07-19 01:40:00,57
2019-07-19 02:00:00,25
2019-07-19 02:01:00,62
2019-07-19 02:02:00,60
2019-07-19 02:03:00,60
2019-07-19 02:04:00,61
2019-07-19 02:05:00,59
2019-07-19 02:06:00,61
2019-07-19 02:07:00,61
2019-07-19 02:08:00,61
2019-07-19 02:09:00,61
2019-07-19 02:10:00,61
2019-07-19 02:11:00,61
2019-07-19 02:12:00,61
2019-07-19 02:13:00,61
2019-07-19 02:14:00,26
2019-07-19 02:25:00,1
2019-07-19 02:26:00,59
2019-07-19 02:27:00,61
2019-07-19 02:28:00,60
2019-07-19 02:29:00,60
2019-07-19 02:30:00,60
2019-07-19 02:31:00,61
2019-07-19 02:32:00,61
2019-07-19 02:33:00,62
2019-07-19 02:34:00,60
2019-07-19 02:35:00,59
2019-07-19 02:36:00,60
2019-07-19 02:37:00,60
2019-07-19 02:38:00,62
2019-07-19 02:39:00,60
2019-07-19 02:40:00,60
2019-07-19 02:41:00,61
2019-07-19 02:42:00,61
2019-07-19 02:43:00,61
2019-07-19 02:44:00,60
2019-07-19 02:45:00,61
2019-07-19 02:46:00,61
2019-07-19 02:47:00,61
2019-07-19 02:48:00,59
2019-07-19 02:49:00,60
2019-07-19 02:50:00,61
2019-07-19 02:51:00,60
2019-07-19 02:52:00,61
2019-07-19 02:53:00,62
2019-07-19 02:54:00,60
2019-07-19 02:55:00,61
2019-07-19 02:56:00,61
2019-07-19 02:57:00,61
2019-07-19 02:58:00,61
2019-07-19 02:59:00,61
2019-07-19 03:00:00,54
2019-07-19 03:01:00,60
2019-07-19 03:02:00,58
2019-07-19 03:03:00,59
2019-07-19 03:04:00,58
2019-07-19 03:05:00,59
2019-07-19 03:06:00,57
2019-07-19 03:07:00,59
2019-07-19 03:08:00,5
