48,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-07-19 01:59:00,1
2019-07-19 02:03:00,1
2019-07-19 02:05:00,1
2019-07-19 02:07:00,1
2019-07-19 02:10:00,1
2019-07-19 02:13:00,1
2019-07-19 02:14:00,1
2019-07-19 02:16:00,1
2019-07-19 02:18:00,1
2019-07-19 02:20:00,1
2019-07-19 02:23:00,1
2019-07-19 02:24:00,1
2019-07-19 02:27:00,1
2019-07-19 02:28:00,1
2019-07-19 02:31:00,1
2019-07-19 02:33:00,1
2019-07-19 02:34:00,1
2019-07-19 02:38:00,1
2019-07-19 02:39:00,1
2019-07-19 02:41:00,1
2019-07-19 02:43:00,1
2019-07-19 02:45:00,1
2019-07-19 02:48:00,1
2019-07-19 02:51:00,1
2019-07-19 04:56:00,1
2019-07-19 04:57:00,1
2019-07-19 04:58:00,1
2019-07-19 04:59:00,1
2019-07-19 05:02:00,1
2019-07-19 05:09:00,2
2019-07-19 05:10:00,1
2019-07-19 05:12:00,1
2019-07-19 05:19:00,1
2019-07-19 05:20:00,1
2019-07-19 09:16:00,1
2019-07-19 09:20:00,1
2019-07-19 23:07:00,1
2019-07-19 23:09:00,1
2019-07-19 23:16:00,1
2019-07-19 23:19:00,1
2019-07-19 23:28:00,1
2019-07-19 23:35:00,1
2019-07-19 23:38:00,1
2019-07-19 23:40:00,1
2019-07-19 23:48:00,1
2019-07-19 23:51:00,1
2019-07-19 23:59:00,1
