22371,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-19 00:00:00,19
2019-07-19 00:01:00,5
2019-07-19 00:02:00,6
2019-07-19 00:03:00,14
2019-07-19 00:04:00,13
2019-07-19 00:05:00,1
2019-07-19 00:06:00,2
2019-07-19 00:08:00,3
2019-07-19 00:09:00,13
2019-07-19 00:10:00,19
2019-07-19 00:11:00,5
2019-07-19 00:12:00,6
2019-07-19 00:13:00,14
2019-07-19 00:14:00,13
2019-07-19 00:15:00,1
2019-07-19 00:16:00,2
2019-07-19 00:18:00,3
2019-07-19 00:19:00,44
2019-07-19 00:20:00,297
2019-07-19 00:21:00,195
2019-07-19 00:22:00,6
2019-07-19 00:23:00,14
2019-07-19 00:24:00,13
2019-07-19 00:25:00,1
2019-07-19 00:26:00,2
2019-07-19 00:28:00,3
2019-07-19 00:29:00,13
2019-07-19 00:30:00,17
2019-07-19 00:31:00,7
2019-07-19 00:32:00,6
2019-07-19 00:33:00,14
2019-07-19 00:34:00,13
2019-07-19 00:35:00,1
2019-07-19 00:36:00,2
2019-07-19 00:37:00,255
2019-07-19 00:38:00,247
2019-07-19 00:39:00,90
2019-07-19 00:40:00,489
2019-07-19 00:41:00,456
2019-07-19 00:42:00,6
2019-07-19 00:43:00,425
2019-07-19 00:44:00,101
2019-07-19 00:45:00,1
2019-07-19 00:46:00,2
2019-07-19 00:48:00,3
2019-07-19 00:49:00,13
2019-07-19 00:50:00,19
2019-07-19 00:51:00,388
2019-07-19 00:52:00,122
2019-07-19 00:53:00,14
2019-07-19 00:54:00,13
2019-07-19 00:55:00,1
2019-07-19 00:56:00,2
2019-07-19 00:58:00,3
2019-07-19 00:59:00,13
2019-07-19 01:00:00,19
2019-07-19 01:01:00,5
2019-07-19 01:02:00,6
2019-07-19 01:03:00,14
2019-07-19 01:04:00,13
2019-07-19 01:05:00,1
2019-07-19 01:06:00,2
2019-07-19 01:08:00,146
2019-07-19 01:09:00,362
2019-07-19 01:10:00,80
2019-07-19 01:11:00,7
2019-07-19 01:12:00,31
2019-07-19 01:13:00,39
2019-07-19 01:14:00,13
2019-07-19 01:15:00,1
2019-07-19 01:16:00,27
2019-07-19 01:18:00,3
2019-07-19 01:19:00,13
2019-07-19 01:20:00,69
2019-07-19 01:21:00,5
2019-07-19 01:22:00,6
2019-07-19 01:23:00,13
2019-07-19 01:24:00,188
2019-07-19 01:25:00,321
2019-07-19 01:26:00,57
2019-07-19 01:28:00,3
2019-07-19 01:29:00,13
2019-07-19 01:30:00,19
2019-07-19 01:31:00,5
2019-07-19 01:32:00,6
2019-07-19 01:33:00,13
2019-07-19 01:34:00,14
2019-07-19 01:35:00,1
2019-07-19 01:36:00,2
2019-07-19 01:38:00,3
2019-07-19 01:39:00,73
2019-07-19 01:40:00,460
2019-07-19 01:41:00,5
2019-07-19 01:42:00,6
2019-07-19 01:43:00,13
2019-07-19 01:44:00,14
2019-07-19 01:45:00,1
2019-07-19 01:46:00,2
2019-07-19 01:48:00,1
2019-07-19 01:49:00,13
2019-07-19 01:50:00,23
2019-07-19 01:51:00,5
2019-07-19 01:52:00,6
2019-07-19 01:53:00,13
2019-07-19 01:54:00,14
2019-07-19 01:55:00,1
2019-07-19 01:56:00,2
2019-07-19 01:57:00,244
2019-07-19 01:58:00,256
2019-07-19 01:59:00,13
2019-07-19 02:00:00,21
2019-07-19 02:01:00,5
2019-07-19 02:02:00,6
2019-07-19 02:03:00,13
2019-07-19 02:04:00,14
2019-07-19 02:05:00,1
2019-07-19 02:06:00,2
2019-07-19 02:08:00,1
2019-07-19 02:09:00,13
2019-07-19 02:10:00,19
2019-07-19 02:11:00,7
2019-07-19 02:12:00,6
2019-07-19 02:13:00,13
2019-07-19 02:14:00,212
2019-07-19 02:15:00,302
2019-07-19 02:16:00,2
2019-07-19 02:18:00,1
2019-07-19 02:19:00,13
2019-07-19 02:20:00,19
2019-07-19 02:21:00,7
2019-07-19 02:22:00,6
2019-07-19 02:23:00,13
2019-07-19 02:24:00,14
2019-07-19 02:25:00,1
2019-07-19 02:26:00,2
2019-07-19 02:28:00,1
2019-07-19 02:29:00,13
2019-07-19 02:30:00,19
2019-07-19 02:31:00,156
2019-07-19 02:32:00,329
2019-07-19 02:33:00,40
2019-07-19 02:34:00,14
2019-07-19 02:35:00,1
2019-07-19 02:36:00,2
2019-07-19 02:38:00,1
2019-07-19 02:39:00,13
2019-07-19 02:40:00,19
2019-07-19 02:41:00,7
2019-07-19 02:42:00,6
2019-07-19 02:43:00,13
2019-07-19 02:44:00,14
2019-07-19 02:45:00,1
2019-07-19 02:46:00,2
2019-07-19 02:48:00,267
2019-07-19 02:49:00,246
2019-07-19 02:50:00,19
2019-07-19 02:51:00,7
2019-07-19 02:52:00,6
2019-07-19 02:53:00,13
2019-07-19 02:54:00,14
2019-07-19 02:55:00,1
2019-07-19 02:56:00,2
2019-07-19 02:58:00,1
2019-07-19 02:59:00,13
2019-07-19 03:00:00,17
2019-07-19 03:01:00,9
2019-07-19 03:02:00,6
2019-07-19 03:03:00,13
2019-07-19 03:04:00,14
2019-07-19 03:05:00,1
2019-07-19 03:06:00,2
2019-07-19 03:08:00,1
2019-07-19 03:09:00,13
2019-07-19 03:10:00,17
2019-07-19 03:11:00,9
2019-07-19 03:12:00,6
