7,"SELECT p.specobjid,p.objid, p.ra, p.dec, pz.z, p.r, p.dered_r  FROM PhotoPrimary AS p  JOIN Photoz AS pz ON pz.objid = p.objid  WHERE p.specobjid = # and pz.z !=# and p.type=# and p.r BETWEEN # and #"
2019-07-19 17:30:00,1
2019-07-19 17:31:00,1
2019-07-19 17:32:00,1
2019-07-19 17:33:00,1
2019-07-19 17:34:00,1
2019-07-19 17:35:00,1
2019-07-19 17:36:00,1
