80,select * from SpecObjAll where specObjId=#
2019-02-16 00:41:00,1
2019-02-16 01:44:00,1
2019-02-16 01:47:00,1
2019-02-16 01:49:00,1
2019-02-16 02:03:00,1
2019-02-16 02:05:00,1
2019-02-16 02:10:00,1
2019-02-16 02:21:00,1
2019-02-16 05:20:00,1
2019-02-16 08:15:00,1
2019-02-16 09:03:00,1
2019-02-16 09:47:00,1
2019-02-16 12:14:00,1
2019-02-16 12:25:00,1
2019-02-16 14:04:00,1
2019-02-16 14:25:00,1
2019-02-16 15:09:00,1
2019-02-16 15:13:00,1
2019-02-16 15:44:00,3
2019-02-16 17:06:00,1
2019-02-16 17:40:00,1
2019-02-16 18:52:00,1
2019-02-16 19:17:00,20
2019-02-16 19:18:00,2
2019-02-16 20:42:00,1
2019-02-16 21:07:00,1
2019-02-16 21:27:00,1
2019-02-16 21:39:00,1
2019-02-16 22:20:00,1
2019-02-16 22:31:00,15
2019-02-16 22:32:00,11
2019-02-16 22:43:00,1
2019-02-16 23:07:00,1
2019-02-16 23:26:00,1
