2,"select    top #   objID as objid, probPSF as star, fieldID as field,    psfMag_r, psfMagErr_r, cModelMag_r, cModelMagErr_r,   petroR5#_r, petroR5#Err_r, petroR9#_r, petroR9#Err_r,    deVRad_r, deVRadErr_r, deVAB_r, deVABErr_r,    expRad_r, expRadErr_r, expAB_r, expABErr_r into mydb.stars from PhotoObjAll where probPSF = #"
2019-02-16 00:27:00,1
2019-02-16 00:28:00,1
