156,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-02-16 16:44:00,2
2019-02-16 17:00:00,4
2019-02-16 17:02:00,2
2019-02-16 17:14:00,3
2019-02-16 17:15:00,3
2019-02-16 17:16:00,1
2019-02-16 17:17:00,3
2019-02-16 17:18:00,3
2019-02-16 17:19:00,4
2019-02-16 17:20:00,4
2019-02-16 17:21:00,5
2019-02-16 17:22:00,2
2019-02-16 17:23:00,3
2019-02-16 17:24:00,2
2019-02-16 17:25:00,3
2019-02-16 17:26:00,3
2019-02-16 17:27:00,2
2019-02-16 17:28:00,5
2019-02-16 17:29:00,2
2019-02-16 17:30:00,2
2019-02-16 17:31:00,2
2019-02-16 17:32:00,3
2019-02-16 17:33:00,3
2019-02-16 17:34:00,4
2019-02-16 17:35:00,1
2019-02-16 17:36:00,3
2019-02-16 17:37:00,2
2019-02-16 17:38:00,5
2019-02-16 17:39:00,1
2019-02-16 17:40:00,2
2019-02-16 17:41:00,3
2019-02-16 17:42:00,4
2019-02-16 17:43:00,3
2019-02-16 17:44:00,3
2019-02-16 17:45:00,4
2019-02-16 17:46:00,4
2019-02-16 17:47:00,1
2019-02-16 17:48:00,5
2019-02-16 17:49:00,3
2019-02-16 17:50:00,2
2019-02-16 17:51:00,3
2019-02-16 17:52:00,3
2019-02-16 17:53:00,4
2019-02-16 17:54:00,2
2019-02-16 17:55:00,4
2019-02-16 17:56:00,1
2019-02-16 17:57:00,3
2019-02-16 17:58:00,5
2019-02-16 17:59:00,1
2019-02-16 18:00:00,2
2019-02-16 18:01:00,4
2019-02-16 18:02:00,4
2019-02-16 18:03:00,3
2019-02-16 18:04:00,1
