41,select * from sppParams where specObjId=#
2019-02-16 00:29:00,1
2019-02-16 00:54:00,1
2019-02-16 01:11:00,1
2019-02-16 02:30:00,1
2019-02-16 02:32:00,1
2019-02-16 03:35:00,1
2019-02-16 07:50:00,1
2019-02-16 08:27:00,1
2019-02-16 08:42:00,1
2019-02-16 10:36:00,1
2019-02-16 10:43:00,1
2019-02-16 14:43:00,1
2019-02-16 15:44:00,6
2019-02-16 16:36:00,1
2019-02-16 16:59:00,1
2019-02-16 17:16:00,1
2019-02-16 17:17:00,1
2019-02-16 18:15:00,1
2019-02-16 18:35:00,1
2019-02-16 19:19:00,7
2019-02-16 19:45:00,1
2019-02-16 19:48:00,1
2019-02-16 19:53:00,1
2019-02-16 20:17:00,1
2019-02-16 20:47:00,1
2019-02-16 22:11:00,2
2019-02-16 23:02:00,1
2019-02-16 23:39:00,1
2019-02-16 23:53:00,1
