15,"SELECT TOP #  p.objid,p.ra,p.dec,p.u,p.g,p.r,p.i,p.z,  p.run, p.rerun, p.camcol, p.field,  s.specobjid, s.class, s.z as redshift,  s.plate, s.mjd, s.fiberid FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   p.u BETWEEN # AND #  AND g BETWEEN # AND #"
2019-02-16 02:51:00,1
2019-02-16 04:01:00,1
2019-02-16 05:23:00,1
2019-02-16 12:04:00,1
2019-02-16 12:40:00,1
2019-02-16 12:41:00,1
2019-02-16 12:48:00,1
2019-02-16 12:53:00,1
2019-02-16 12:59:00,1
2019-02-16 13:01:00,1
2019-02-16 13:12:00,1
2019-02-16 13:59:00,1
2019-02-16 14:14:00,1
2019-02-16 15:08:00,1
2019-02-16 22:41:00,1
