2629,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-10-10 12:30:00,29
2019-10-10 12:31:00,350
2019-10-10 12:32:00,160
2019-10-10 12:36:00,123
2019-10-10 12:37:00,69
2019-10-10 12:38:00,121
2019-10-10 12:39:00,135
2019-10-10 12:40:00,30
2019-10-10 12:41:00,163
2019-10-10 12:42:00,46
2019-10-10 12:43:00,32
2019-10-10 12:44:00,301
2019-10-10 12:46:00,282
2019-10-10 12:47:00,74
2019-10-10 12:48:00,28
2019-10-10 12:51:00,123
2019-10-10 12:53:00,214
2019-10-10 12:54:00,82
2019-10-10 12:55:00,236
2019-10-10 12:56:00,31
