1281,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-10-10 06:45:00,7
2019-10-10 06:50:00,10
2019-10-10 07:20:00,3
2019-10-10 08:00:00,1
2019-10-10 09:55:00,3
2019-10-10 10:15:00,1
2019-10-10 10:20:00,1
2019-10-10 10:45:00,3
2019-10-10 11:35:00,2
2019-10-10 11:50:00,2
2019-10-10 12:15:00,1
2019-10-10 12:45:00,1
2019-10-10 14:35:00,3
2019-10-10 14:50:00,7
2019-10-10 14:51:00,4
2019-10-10 15:30:00,32
2019-10-10 15:31:00,29
2019-10-10 15:32:00,30
2019-10-10 15:33:00,30
2019-10-10 15:34:00,33
2019-10-10 15:35:00,28
2019-10-10 15:36:00,31
2019-10-10 15:37:00,35
2019-10-10 15:38:00,26
2019-10-10 15:39:00,25
2019-10-10 15:40:00,27
2019-10-10 15:41:00,30
2019-10-10 15:42:00,29
2019-10-10 15:43:00,20
2019-10-10 15:45:00,29
2019-10-10 15:46:00,25
2019-10-10 15:47:00,20
2019-10-10 15:48:00,30
2019-10-10 15:50:00,28
2019-10-10 15:51:00,32
2019-10-10 15:52:00,34
2019-10-10 15:53:00,26
2019-10-10 15:54:00,27
2019-10-10 15:55:00,31
2019-10-10 15:56:00,27
2019-10-10 15:57:00,20
2019-10-10 16:10:00,24
2019-10-10 16:11:00,28
2019-10-10 16:12:00,26
2019-10-10 16:13:00,26
2019-10-10 16:14:00,29
2019-10-10 16:15:00,26
2019-10-10 16:16:00,31
2019-10-10 16:17:00,25
2019-10-10 16:18:00,23
2019-10-10 16:19:00,21
2019-10-10 16:20:00,32
2019-10-10 16:21:00,30
2019-10-10 16:22:00,31
2019-10-10 16:23:00,28
2019-10-10 16:24:00,28
2019-10-10 16:25:00,6
2019-10-10 16:30:00,26
2019-10-10 16:31:00,27
2019-10-10 16:32:00,30
2019-10-10 22:45:00,1
