10,"select  plate,MJD,fiberID from SpecObj where class = &&& and waveMin <= # and waveMax >= # and snMedian_g ># and snMedian_g < # and subclass = &&&"
2019-10-10 09:04:00,1
2019-10-10 09:05:00,4
2019-10-10 09:06:00,4
2019-10-10 09:07:00,1
