199,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-10-10 10:07:00,5
2019-10-10 10:08:00,11
2019-10-10 10:09:00,7
2019-10-10 10:10:00,9
2019-10-10 10:11:00,13
2019-10-10 10:12:00,10
2019-10-10 10:13:00,4
2019-10-10 10:14:00,2
2019-10-10 10:15:00,3
2019-10-10 10:16:00,6
2019-10-10 10:17:00,7
2019-10-10 10:19:00,2
2019-10-10 10:24:00,2
2019-10-10 10:25:00,3
2019-10-10 10:26:00,5
2019-10-10 10:27:00,5
2019-10-10 10:28:00,2
2019-10-10 10:29:00,11
2019-10-10 10:30:00,7
2019-10-10 10:31:00,4
2019-10-10 10:32:00,6
2019-10-10 10:33:00,4
2019-10-10 10:34:00,6
2019-10-10 10:35:00,3
2019-10-10 10:36:00,4
2019-10-10 10:37:00,2
2019-10-10 10:38:00,2
2019-10-10 10:39:00,2
2019-10-10 10:40:00,3
2019-10-10 10:41:00,3
2019-10-10 10:42:00,5
2019-10-10 10:43:00,6
2019-10-10 10:44:00,2
2019-10-10 10:45:00,4
2019-10-10 10:46:00,3
2019-10-10 10:47:00,4
2019-10-10 10:48:00,7
2019-10-10 10:49:00,5
2019-10-10 10:50:00,3
2019-10-10 10:51:00,4
2019-10-10 10:52:00,2
2019-10-10 10:53:00,1
