6,"select top #   specObjID as id, z as redshift, zErr as redErr, ra, dec, modelMag_u as u, modelMag_g as g,   modelMag_r as r, modelMag_i as i, modelMag_z as z, modelMagErr_u as uErr,    modelMagErr_g as gErr, modelMagErr_r as rErr, modelMagErr_i as iErr, modelMagErr_z as zErr, type into mydb.Table_T3_# from SpecPhoto where z < # and type = # and ra between # and # and dec between # and #"
2019-10-10 13:59:00,1
2019-10-10 14:00:00,1
2019-10-10 14:01:00,2
2019-10-10 14:09:00,1
2019-10-10 14:10:00,1
