4239,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-10-10 09:50:00,38
2019-10-10 11:45:00,66
2019-10-10 11:46:00,48
2019-10-10 11:47:00,12
2019-10-10 11:49:00,14
2019-10-10 11:50:00,45
2019-10-10 11:51:00,3
2019-10-10 11:52:00,12
2019-10-10 11:54:00,14
2019-10-10 11:55:00,30
2019-10-10 11:56:00,26
2019-10-10 11:58:00,28
2019-10-10 12:00:00,48
2019-10-10 12:02:00,12
2019-10-10 12:03:00,26
2019-10-10 12:04:00,12
2019-10-10 12:05:00,14
2019-10-10 12:06:00,14
2019-10-10 12:07:00,24
2019-10-10 12:09:00,38
2019-10-10 12:10:00,12
2019-10-10 12:12:00,26
2019-10-10 12:13:00,26
2019-10-10 12:14:00,12
2019-10-10 12:15:00,12
2019-10-10 12:16:00,24
2019-10-10 12:18:00,30
2019-10-10 12:19:00,32
2019-10-10 12:21:00,26
2019-10-10 12:22:00,12
2019-10-10 12:23:00,12
2019-10-10 12:24:00,26
2019-10-10 12:25:00,12
2019-10-10 12:26:00,12
2019-10-10 12:27:00,36
2019-10-10 12:28:00,14
2019-10-10 12:30:00,26
2019-10-10 12:31:00,26
2019-10-10 12:32:00,12
2019-10-10 12:33:00,12
2019-10-10 12:34:00,26
2019-10-10 12:35:00,12
2019-10-10 12:36:00,10
2019-10-10 12:37:00,21
2019-10-10 12:38:00,12
2019-10-10 12:39:00,2
2019-10-10 12:40:00,14
2019-10-10 12:41:00,30
2019-10-10 12:42:00,2
2019-10-10 12:43:00,14
2019-10-10 12:44:00,42
2019-10-10 12:45:00,2
2019-10-10 12:46:00,14
2019-10-10 12:47:00,6
2019-10-10 12:48:00,42
2019-10-10 12:49:00,2
2019-10-10 12:50:00,30
2019-10-10 12:51:00,30
2019-10-10 12:53:00,12
2019-10-10 12:54:00,12
2019-10-10 12:55:00,24
2019-10-10 12:56:00,14
2019-10-10 12:57:00,12
2019-10-10 12:58:00,12
2019-10-10 12:59:00,12
2019-10-10 13:00:00,12
2019-10-10 13:01:00,36
2019-10-10 13:03:00,12
2019-10-10 13:04:00,36
2019-10-10 13:06:00,12
2019-10-10 13:07:00,28
2019-10-10 13:08:00,12
2019-10-10 13:09:00,24
2019-10-10 13:10:00,12
2019-10-10 13:11:00,12
2019-10-10 13:12:00,14
2019-10-10 13:13:00,2
2019-10-10 13:14:00,24
2019-10-10 13:15:00,12
2019-10-10 13:16:00,26
2019-10-10 13:17:00,24
2019-10-10 13:18:00,2
2019-10-10 13:19:00,12
2019-10-10 13:20:00,38
2019-10-10 13:21:00,2
2019-10-10 13:22:00,26
2019-10-10 13:23:00,13
2019-10-10 13:24:00,11
2019-10-10 13:25:00,26
2019-10-10 13:27:00,28
2019-10-10 13:28:00,24
2019-10-10 13:29:00,24
2019-10-10 13:31:00,26
2019-10-10 13:32:00,26
2019-10-10 13:34:00,26
2019-10-10 13:36:00,24
2019-10-10 13:37:00,2
2019-10-10 13:38:00,24
2019-10-10 13:39:00,26
2019-10-10 13:40:00,18
2019-10-10 13:42:00,24
2019-10-10 13:43:00,12
2019-10-10 13:44:00,36
2019-10-10 13:45:00,12
2019-10-10 13:47:00,16
2019-10-10 13:48:00,38
2019-10-10 13:50:00,36
2019-10-10 13:52:00,12
2019-10-10 13:53:00,28
2019-10-10 13:54:00,14
2019-10-10 13:55:00,24
2019-10-10 13:57:00,36
2019-10-10 13:58:00,12
2019-10-10 14:00:00,14
2019-10-10 14:01:00,40
2019-10-10 14:02:00,16
2019-10-10 14:06:00,26
2019-10-10 14:07:00,34
2019-10-10 14:08:00,34
2019-10-10 14:09:00,12
2019-10-10 14:11:00,12
2019-10-10 14:12:00,28
2019-10-10 14:13:00,24
2019-10-10 14:14:00,24
2019-10-10 14:17:00,18
2019-10-10 14:18:00,42
2019-10-10 14:19:00,28
2019-10-10 14:21:00,24
2019-10-10 14:23:00,24
2019-10-10 14:24:00,24
2019-10-10 14:26:00,36
2019-10-10 14:27:00,12
2019-10-10 14:29:00,24
2019-10-10 14:30:00,12
2019-10-10 14:31:00,12
2019-10-10 14:32:00,24
2019-10-10 14:33:00,12
2019-10-10 14:34:00,12
2019-10-10 14:35:00,12
2019-10-10 14:36:00,26
2019-10-10 14:37:00,14
2019-10-10 14:38:00,24
2019-10-10 14:39:00,12
2019-10-10 14:40:00,12
2019-10-10 14:41:00,12
2019-10-10 14:42:00,12
2019-10-10 14:43:00,24
2019-10-10 14:44:00,14
2019-10-10 14:45:00,14
2019-10-10 14:46:00,28
2019-10-10 14:48:00,24
2019-10-10 14:49:00,26
2019-10-10 14:50:00,12
2019-10-10 14:51:00,14
2019-10-10 14:52:00,26
2019-10-10 14:53:00,2
2019-10-10 14:54:00,14
2019-10-10 14:57:00,62
2019-10-10 14:58:00,20
2019-10-10 15:01:00,4
2019-10-10 15:02:00,48
2019-10-10 15:03:00,14
2019-10-10 15:07:00,38
2019-10-10 15:08:00,52
2019-10-10 15:11:00,38
2019-10-10 15:12:00,12
2019-10-10 15:13:00,12
2019-10-10 15:14:00,24
2019-10-10 15:15:00,16
2019-10-10 15:17:00,21
2019-10-10 15:18:00,17
2019-10-10 15:19:00,12
2019-10-10 15:20:00,24
2019-10-10 15:21:00,24
2019-10-10 15:23:00,12
