21,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-10-10 00:02:00,1
2019-10-10 00:15:00,1
2019-10-10 00:46:00,1
2019-10-10 00:56:00,1
2019-10-10 01:19:00,1
2019-10-10 01:32:00,1
2019-10-10 02:09:00,1
2019-10-10 02:37:00,1
2019-10-10 05:41:00,1
2019-10-10 06:05:00,1
2019-10-10 06:54:00,1
2019-10-10 07:04:00,1
2019-10-10 07:47:00,1
2019-10-10 07:56:00,1
2019-10-10 08:06:00,1
2019-10-10 08:38:00,1
2019-10-10 08:40:00,1
2019-10-10 08:42:00,1
2019-10-10 08:52:00,1
2019-10-10 09:13:00,1
2019-10-10 17:33:00,1
