21,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-10-10 00:01:00,1
2019-10-10 00:04:00,1
2019-10-10 00:07:00,1
2019-10-10 00:09:00,1
2019-10-10 00:11:00,1
2019-10-10 00:12:00,1
2019-10-10 00:14:00,1
2019-10-10 00:17:00,1
2019-10-10 00:19:00,1
2019-10-10 00:20:00,1
2019-10-10 05:09:00,1
2019-10-10 05:11:00,1
2019-10-10 05:17:00,1
2019-10-10 05:19:00,2
2019-10-10 05:21:00,1
2019-10-10 05:23:00,1
2019-10-10 05:30:00,1
2019-10-10 05:31:00,1
2019-10-10 05:32:00,1
2019-10-10 05:34:00,1
