61,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-10-10 00:45:00,1
2019-10-10 01:45:00,1
2019-10-10 02:27:00,9
2019-10-10 02:50:00,1
2019-10-10 03:49:00,1
2019-10-10 04:49:00,1
2019-10-10 05:30:00,9
2019-10-10 05:33:00,5
2019-10-10 05:34:00,4
2019-10-10 05:48:00,1
2019-10-10 06:48:00,1
2019-10-10 07:48:00,1
2019-10-10 08:47:00,1
2019-10-10 09:48:00,1
2019-10-10 10:48:00,1
2019-10-10 11:48:00,1
2019-10-10 12:45:00,1
2019-10-10 13:45:00,1
2019-10-10 14:45:00,1
2019-10-10 15:18:00,9
2019-10-10 15:45:00,1
2019-10-10 16:45:00,1
2019-10-10 17:29:00,1
2019-10-10 17:32:00,1
2019-10-10 17:39:00,1
2019-10-10 17:40:00,1
2019-10-10 17:44:00,1
2019-10-10 17:45:00,1
2019-10-10 18:45:00,1
2019-10-10 19:48:00,1
