12,"SELECT u.up_OBSID as [OBSID],     p.objID, p.ra, p.dec, p.run, p.rerun, p.camcol, p.field,    dbo.fPhotoTypeN(p.type) as type,    p.PSFMag_i FROM #upload u       JOIN #x x ON x.up_id = u.up_id       JOIN PhotoTag p ON p.objID = x.objID  ORDER BY x.up_id"
2019-05-01 00:46:00,1
2019-05-01 00:47:00,1
2019-05-01 00:56:00,2
2019-05-01 02:24:00,1
2019-05-01 02:25:00,1
2019-05-01 02:26:00,6
