956,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-05-01 00:17:00,1
2019-05-01 01:02:00,1
2019-05-01 03:08:00,9
2019-05-01 03:09:00,3
2019-05-01 03:11:00,2
2019-05-01 03:14:00,2
2019-05-01 03:15:00,2
2019-05-01 03:24:00,11
2019-05-01 03:25:00,9
2019-05-01 03:26:00,1
2019-05-01 03:27:00,3
2019-05-01 03:28:00,2
2019-05-01 03:29:00,5
2019-05-01 03:30:00,3
2019-05-01 03:31:00,2
2019-05-01 03:32:00,6
2019-05-01 03:33:00,2
2019-05-01 03:34:00,2
2019-05-01 03:35:00,1
2019-05-01 03:36:00,8
2019-05-01 03:37:00,6
2019-05-01 03:38:00,4
2019-05-01 03:39:00,2
2019-05-01 03:40:00,2
2019-05-01 03:41:00,4
2019-05-01 03:42:00,2
2019-05-01 03:43:00,3
2019-05-01 03:44:00,5
2019-05-01 03:45:00,7
2019-05-01 03:46:00,5
2019-05-01 03:47:00,2
2019-05-01 03:48:00,1
2019-05-01 03:50:00,5
2019-05-01 03:51:00,2
2019-05-01 03:52:00,3
2019-05-01 03:54:00,1
2019-05-01 03:55:00,2
2019-05-01 03:56:00,1
2019-05-01 03:57:00,3
2019-05-01 03:58:00,2
2019-05-01 03:59:00,3
2019-05-01 04:00:00,1
2019-05-01 04:01:00,4
2019-05-01 04:02:00,6
2019-05-01 04:03:00,7
2019-05-01 04:04:00,1
2019-05-01 04:05:00,6
2019-05-01 04:06:00,3
2019-05-01 04:07:00,2
2019-05-01 04:08:00,5
2019-05-01 04:09:00,2
2019-05-01 04:10:00,3
2019-05-01 04:11:00,5
2019-05-01 04:13:00,5
2019-05-01 04:14:00,10
2019-05-01 04:15:00,2
2019-05-01 04:16:00,1
2019-05-01 04:17:00,1
2019-05-01 04:18:00,1
2019-05-01 04:19:00,3
2019-05-01 04:20:00,3
2019-05-01 04:21:00,4
2019-05-01 04:22:00,3
2019-05-01 04:23:00,4
2019-05-01 04:24:00,5
2019-05-01 04:25:00,3
2019-05-01 04:26:00,4
2019-05-01 04:27:00,3
2019-05-01 04:28:00,3
2019-05-01 04:29:00,5
2019-05-01 04:30:00,4
2019-05-01 04:31:00,2
2019-05-01 04:33:00,2
2019-05-01 04:34:00,2
2019-05-01 04:36:00,3
2019-05-01 04:37:00,2
2019-05-01 04:38:00,3
2019-05-01 04:39:00,3
2019-05-01 04:40:00,11
2019-05-01 04:41:00,6
2019-05-01 04:42:00,7
2019-05-01 04:43:00,2
2019-05-01 04:44:00,4
2019-05-01 04:45:00,7
2019-05-01 04:46:00,4
2019-05-01 04:47:00,2
2019-05-01 04:48:00,2
2019-05-01 04:49:00,1
2019-05-01 04:50:00,1
2019-05-01 04:51:00,3
2019-05-01 04:52:00,2
2019-05-01 04:53:00,3
2019-05-01 04:54:00,5
2019-05-01 04:55:00,1
2019-05-01 04:56:00,4
2019-05-01 04:57:00,11
2019-05-01 04:58:00,4
2019-05-01 04:59:00,5
2019-05-01 05:00:00,2
2019-05-01 05:01:00,6
2019-05-01 05:02:00,7
2019-05-01 05:03:00,6
2019-05-01 05:04:00,3
2019-05-01 05:11:00,3
2019-05-01 05:12:00,3
2019-05-01 05:13:00,5
2019-05-01 05:14:00,6
2019-05-01 05:15:00,5
2019-05-01 05:16:00,3
2019-05-01 05:17:00,5
2019-05-01 05:18:00,4
2019-05-01 05:19:00,1
2019-05-01 05:21:00,2
2019-05-01 05:22:00,6
2019-05-01 05:23:00,2
2019-05-01 05:24:00,2
2019-05-01 05:25:00,8
2019-05-01 05:26:00,1
2019-05-01 05:27:00,3
2019-05-01 05:29:00,3
2019-05-01 05:30:00,1
2019-05-01 05:31:00,3
2019-05-01 05:32:00,4
2019-05-01 05:33:00,7
2019-05-01 05:34:00,2
2019-05-01 05:35:00,7
2019-05-01 05:36:00,10
2019-05-01 05:37:00,8
2019-05-01 05:38:00,4
2019-05-01 05:39:00,7
2019-05-01 05:40:00,7
2019-05-01 05:41:00,4
2019-05-01 05:43:00,3
2019-05-01 05:44:00,4
2019-05-01 05:53:00,5
2019-05-01 05:54:00,6
2019-05-01 05:55:00,6
2019-05-01 05:56:00,10
2019-05-01 05:57:00,4
2019-05-01 05:58:00,4
2019-05-01 05:59:00,7
2019-05-01 06:00:00,4
2019-05-01 06:01:00,8
2019-05-01 06:02:00,4
2019-05-01 06:03:00,4
2019-05-01 06:04:00,2
2019-05-01 06:05:00,4
2019-05-01 06:06:00,6
2019-05-01 06:07:00,7
2019-05-01 06:08:00,3
2019-05-01 06:09:00,7
2019-05-01 06:10:00,8
2019-05-01 06:11:00,6
2019-05-01 06:12:00,5
2019-05-01 06:13:00,1
2019-05-01 06:22:00,6
2019-05-01 06:23:00,2
2019-05-01 06:32:00,1
2019-05-01 06:33:00,6
2019-05-01 06:34:00,3
2019-05-01 06:35:00,5
2019-05-01 06:36:00,4
2019-05-01 06:37:00,3
2019-05-01 06:46:00,1
2019-05-01 06:47:00,5
2019-05-01 06:48:00,4
2019-05-01 06:49:00,2
2019-05-01 06:50:00,4
2019-05-01 06:51:00,4
2019-05-01 06:52:00,3
2019-05-01 06:53:00,5
2019-05-01 06:54:00,5
2019-05-01 06:55:00,5
2019-05-01 06:56:00,1
2019-05-01 07:06:00,4
2019-05-01 07:07:00,3
2019-05-01 07:08:00,3
2019-05-01 07:09:00,2
2019-05-01 07:10:00,2
2019-05-01 07:19:00,4
2019-05-01 07:20:00,5
2019-05-01 07:21:00,5
2019-05-01 07:22:00,3
2019-05-01 07:23:00,5
2019-05-01 07:24:00,2
2019-05-01 07:25:00,3
2019-05-01 07:26:00,4
2019-05-01 07:27:00,5
2019-05-01 07:28:00,3
2019-05-01 07:29:00,2
2019-05-01 07:30:00,4
2019-05-01 07:31:00,7
2019-05-01 07:32:00,4
2019-05-01 07:33:00,1
2019-05-01 07:34:00,8
2019-05-01 07:35:00,5
2019-05-01 07:36:00,3
2019-05-01 07:37:00,7
2019-05-01 07:38:00,6
2019-05-01 07:39:00,1
2019-05-01 07:47:00,1
2019-05-01 07:48:00,6
2019-05-01 07:49:00,6
2019-05-01 07:50:00,4
2019-05-01 07:51:00,4
2019-05-01 07:52:00,2
2019-05-01 07:53:00,7
2019-05-01 07:54:00,8
2019-05-01 07:55:00,1
2019-05-01 08:04:00,1
2019-05-01 08:05:00,2
2019-05-01 08:06:00,7
2019-05-01 08:07:00,5
2019-05-01 08:09:00,4
2019-05-01 08:10:00,3
2019-05-01 08:19:00,1
2019-05-01 08:20:00,1
2019-05-01 08:21:00,6
2019-05-01 08:22:00,2
2019-05-01 08:23:00,3
2019-05-01 08:33:00,6
2019-05-01 08:34:00,8
2019-05-01 08:35:00,3
2019-05-01 08:36:00,5
2019-05-01 08:37:00,4
2019-05-01 08:38:00,3
2019-05-01 08:47:00,1
2019-05-01 08:48:00,3
2019-05-01 08:49:00,4
2019-05-01 08:50:00,3
2019-05-01 08:51:00,2
2019-05-01 08:52:00,2
2019-05-01 08:53:00,3
2019-05-01 08:54:00,3
2019-05-01 08:55:00,4
2019-05-01 08:56:00,5
2019-05-01 08:57:00,1
2019-05-01 08:58:00,6
2019-05-01 08:59:00,3
2019-05-01 09:00:00,3
2019-05-01 09:01:00,3
2019-05-01 09:02:00,6
2019-05-01 09:03:00,2
2019-05-01 09:04:00,3
2019-05-01 09:05:00,3
2019-05-01 09:06:00,2
2019-05-01 09:07:00,2
