3,"SELECT ra, dec, petroMag_r, modelMag_g,r, extinction_g,r, petroR5#_r, specObjID into mydb.MyTable from Galaxy WHERE    (ra between # and #) and (dec between # and #)   and petroMag_r>#   and cModelmag_r-psfMag_r>#   and clean=#"
2019-05-01 14:16:00,1
2019-05-01 14:20:00,1
2019-05-01 15:20:00,1
