500,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-05-01 01:11:00,5
2019-05-01 01:12:00,54
2019-05-01 01:13:00,41
2019-05-01 03:09:00,36
2019-05-01 03:10:00,57
2019-05-01 03:11:00,52
2019-05-01 03:12:00,58
2019-05-01 03:13:00,54
2019-05-01 03:14:00,43
2019-05-01 05:41:00,40
2019-05-01 05:42:00,56
2019-05-01 05:43:00,4
