2,"SELECT   g.ra,   g.dec,    g.z,   g.specObjID,   s.lgm_tot_p5# into mydb.num2 from SpecPhoto as g JOIN galSpecExtra as s ON g.specObjID = s.specObjID  WHERE (g.ra > # and g.ra < #) and (g.dec > # and g.dec < #)   AND g.class = &&&   AND (g.z > # and g.z < #)   AND s.lgm_tot_p5# > #"
2019-05-01 19:46:00,1
2019-05-01 19:53:00,1
