639,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-01 12:32:00,29
2019-05-01 12:33:00,30
2019-05-01 12:37:00,11
2019-05-01 12:45:00,15
2019-05-01 12:46:00,6
2019-05-01 12:48:00,10
2019-05-01 12:49:00,26
2019-05-01 12:52:00,62
2019-05-01 12:55:00,22
2019-05-01 12:57:00,18
2019-05-01 12:59:00,33
2019-05-01 13:00:00,4
2019-05-01 13:05:00,19
2019-05-01 13:08:00,8
2019-05-01 13:11:00,59
2019-05-01 13:12:00,15
2019-05-01 13:13:00,10
2019-05-01 13:14:00,17
2019-05-01 13:18:00,15
2019-05-01 13:20:00,14
2019-05-01 13:21:00,17
2019-05-01 13:23:00,5
2019-05-01 13:24:00,17
2019-05-01 13:26:00,33
2019-05-01 13:28:00,21
2019-05-01 13:30:00,22
2019-05-01 13:31:00,11
2019-05-01 13:32:00,6
2019-05-01 13:35:00,8
2019-05-01 13:36:00,7
2019-05-01 13:40:00,20
2019-05-01 13:41:00,27
2019-05-01 13:42:00,22
