6,"select   objID, ra, dec,z,    modelMag_u-modelMag_r, modelMag_r-modelMag_z, modelMag_g, modelMag_i    from Galaxy where modelMag_u-modelMag_r < # AND   modelMag_r-modelMag_z < # AND   modelMag_u-modelMag_r > # + # * modelMag_r-modelMag_z"
2019-05-01 01:16:00,2
2019-05-01 01:17:00,2
2019-05-01 01:18:00,1
2019-05-01 01:19:00,1
