2,"SELECT ra, dec, petroMag_r, modelMag_g, modelMag_r, extinction_g, extinction_r, petroR5#_r, specObjID into mydb.final1 from Galaxy WHERE ra between # and # AND   dec between # and # AND    abs(cModelmag_r-psfMag_r)># AND    clean=# AND    petroMag_r-extinction_r<#"
2019-05-01 16:11:00,1
2019-05-01 16:15:00,1
