2,"SELECT TOP # ra, dec, petroMag_r, modelMag_g,r, extinction_g,r, petroR5#_r, specObjID into mydb.MyTable_# from Galaxy WHERE    (ra between # and #) and (dec between # and #)   and petroMag_r > #   and psfMag-cModelMag > #   and clean = #"
2019-05-01 13:08:00,1
2019-05-01 13:14:00,1
