1610,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-01-09 00:58:00,1
2019-01-09 01:58:00,1
2019-01-09 02:30:00,14
2019-01-09 02:54:00,1
2019-01-09 02:58:00,1
2019-01-09 02:59:00,1
2019-01-09 03:58:00,1
2019-01-09 04:58:00,1
2019-01-09 05:14:00,1
2019-01-09 05:15:00,5
2019-01-09 05:16:00,3
2019-01-09 05:44:00,1
2019-01-09 05:48:00,1
2019-01-09 05:54:00,1
2019-01-09 05:55:00,1
2019-01-09 05:58:00,1
2019-01-09 06:08:00,9
2019-01-09 06:57:00,1
2019-01-09 07:59:00,1
2019-01-09 08:26:00,3
2019-01-09 08:27:00,6
2019-01-09 08:49:00,9
2019-01-09 09:02:00,1
2019-01-09 09:06:00,1
2019-01-09 09:25:00,1
2019-01-09 09:32:00,1
2019-01-09 10:00:00,3
2019-01-09 10:01:00,7
2019-01-09 10:28:00,9
2019-01-09 11:02:00,1
2019-01-09 11:59:00,1
2019-01-09 12:58:00,1
2019-01-09 13:58:00,1
2019-01-09 14:04:00,15
2019-01-09 14:05:00,3
2019-01-09 14:13:00,1
2019-01-09 14:58:00,1
2019-01-09 15:04:00,18
2019-01-09 15:06:00,1
2019-01-09 15:07:00,1
2019-01-09 15:09:00,1
2019-01-09 15:58:00,1
2019-01-09 16:11:00,9
2019-01-09 16:58:00,1
2019-01-09 17:35:00,9
2019-01-09 17:36:00,9
2019-01-09 17:41:00,1
2019-01-09 17:58:00,1
2019-01-09 18:11:00,66
2019-01-09 18:12:00,218
2019-01-09 18:13:00,200
2019-01-09 18:14:00,147
2019-01-09 18:18:00,99
2019-01-09 18:19:00,204
2019-01-09 18:20:00,201
2019-01-09 18:21:00,196
2019-01-09 18:22:00,115
2019-01-09 18:57:00,1
