36,select session_filepath from sessions
2019-01-09 15:41:00,1
2019-01-09 15:42:00,1
2019-01-09 15:43:00,1
2019-01-09 15:50:00,1
2019-01-09 15:52:00,5
2019-01-09 15:54:00,1
2019-01-09 15:55:00,6
2019-01-09 16:01:00,6
2019-01-09 16:02:00,4
2019-01-09 16:03:00,3
2019-01-09 16:04:00,3
2019-01-09 16:05:00,4
