17,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-01-09 07:31:00,1
2019-01-09 07:40:00,1
2019-01-09 07:54:00,2
2019-01-09 08:14:00,2
2019-01-09 08:32:00,1
2019-01-09 08:40:00,1
2019-01-09 08:42:00,1
2019-01-09 08:48:00,1
2019-01-09 10:08:00,1
2019-01-09 10:09:00,1
2019-01-09 10:25:00,1
2019-01-09 16:56:00,1
2019-01-09 17:32:00,1
2019-01-09 22:41:00,1
2019-01-09 23:53:00,1
