92,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-09 00:00:00,1
2019-01-09 00:01:00,1
2019-01-09 00:04:00,1
2019-01-09 00:08:00,1
2019-01-09 00:12:00,1
2019-01-09 00:16:00,1
2019-01-09 00:29:00,1
2019-01-09 08:53:00,1
2019-01-09 08:58:00,1
2019-01-09 10:21:00,5
2019-01-09 10:45:00,1
2019-01-09 10:50:00,1
2019-01-09 10:54:00,1
2019-01-09 10:58:00,1
2019-01-09 11:43:00,1
2019-01-09 11:44:00,1
2019-01-09 13:43:00,1
2019-01-09 14:10:00,1
2019-01-09 14:19:00,1
2019-01-09 15:38:00,1
2019-01-09 15:40:00,1
2019-01-09 15:45:00,1
2019-01-09 15:49:00,1
2019-01-09 15:55:00,1
2019-01-09 15:56:00,1
2019-01-09 15:57:00,1
2019-01-09 15:58:00,1
2019-01-09 16:01:00,1
2019-01-09 16:02:00,1
2019-01-09 16:04:00,1
2019-01-09 16:06:00,1
2019-01-09 16:09:00,1
2019-01-09 16:11:00,1
2019-01-09 16:14:00,1
2019-01-09 16:17:00,1
2019-01-09 16:19:00,1
2019-01-09 16:25:00,1
2019-01-09 16:30:00,1
2019-01-09 16:32:00,5
2019-01-09 16:38:00,2
2019-01-09 16:50:00,1
2019-01-09 17:01:00,1
2019-01-09 17:12:00,1
2019-01-09 17:23:00,1
2019-01-09 17:34:00,1
2019-01-09 17:44:00,1
2019-01-09 17:57:00,1
2019-01-09 18:10:00,1
2019-01-09 18:21:00,1
2019-01-09 18:32:00,1
2019-01-09 18:45:00,1
2019-01-09 18:56:00,1
2019-01-09 19:07:00,1
2019-01-09 19:19:00,1
2019-01-09 19:29:00,1
2019-01-09 19:42:00,1
2019-01-09 19:55:00,1
2019-01-09 20:07:00,1
2019-01-09 20:17:00,1
2019-01-09 20:29:00,1
2019-01-09 20:40:00,1
2019-01-09 20:51:00,1
2019-01-09 21:01:00,1
2019-01-09 21:13:00,1
2019-01-09 21:24:00,1
2019-01-09 21:26:00,1
2019-01-09 21:35:00,1
2019-01-09 21:47:00,1
2019-01-09 21:58:00,1
2019-01-09 21:59:00,1
2019-01-09 22:08:00,1
2019-01-09 22:22:00,1
2019-01-09 22:33:00,1
2019-01-09 22:34:00,1
2019-01-09 22:44:00,1
2019-01-09 22:55:00,1
2019-01-09 23:05:00,1
2019-01-09 23:10:00,1
2019-01-09 23:16:00,1
2019-01-09 23:28:00,1
2019-01-09 23:39:00,1
2019-01-09 23:45:00,1
2019-01-09 23:51:00,1
