10,select top # * from [lixo5]
2019-01-09 05:34:00,1
2019-01-09 05:35:00,2
2019-01-09 05:40:00,2
2019-01-09 05:55:00,1
2019-01-09 12:03:00,1
2019-01-09 12:05:00,2
2019-01-09 12:20:00,1
