22,select * from PhotoZ where objId=#
2019-01-09 00:23:00,1
2019-01-09 01:31:00,1
2019-01-09 03:23:00,1
2019-01-09 03:28:00,1
2019-01-09 05:51:00,1
2019-01-09 06:12:00,1
2019-01-09 06:14:00,1
2019-01-09 08:20:00,1
2019-01-09 11:16:00,1
2019-01-09 13:25:00,1
2019-01-09 14:34:00,1
2019-01-09 14:40:00,1
2019-01-09 14:48:00,1
2019-01-09 15:23:00,1
2019-01-09 15:24:00,1
2019-01-09 15:58:00,1
2019-01-09 16:40:00,1
2019-01-09 16:52:00,1
2019-01-09 18:52:00,1
2019-01-09 19:53:00,1
2019-01-09 21:05:00,1
2019-01-09 22:10:00,1
