34,select * from Frame where fieldId=#
2019-01-09 00:46:00,1
2019-01-09 01:17:00,1
2019-01-09 01:18:00,1
2019-01-09 01:27:00,1
2019-01-09 02:14:00,1
2019-01-09 03:49:00,1
2019-01-09 04:08:00,1
2019-01-09 05:00:00,1
2019-01-09 05:01:00,1
2019-01-09 06:53:00,1
2019-01-09 06:59:00,1
2019-01-09 07:54:00,1
2019-01-09 08:54:00,1
2019-01-09 13:17:00,1
2019-01-09 13:21:00,5
2019-01-09 13:39:00,1
2019-01-09 17:50:00,2
2019-01-09 18:28:00,1
2019-01-09 19:38:00,1
2019-01-09 19:52:00,1
2019-01-09 20:06:00,1
2019-01-09 21:06:00,1
2019-01-09 21:15:00,1
2019-01-09 21:38:00,1
2019-01-09 21:59:00,1
2019-01-09 22:01:00,1
2019-01-09 22:52:00,1
2019-01-09 23:04:00,1
2019-01-09 23:19:00,1
