27,select * from emissionLinesPort where specObjId=#
2019-01-09 01:01:00,1
2019-01-09 01:17:00,1
2019-01-09 01:50:00,1
2019-01-09 02:43:00,1
2019-01-09 03:35:00,1
2019-01-09 06:48:00,1
2019-01-09 07:02:00,1
2019-01-09 07:18:00,1
2019-01-09 08:46:00,1
2019-01-09 08:55:00,1
2019-01-09 09:05:00,1
2019-01-09 09:58:00,1
2019-01-09 10:09:00,1
2019-01-09 11:54:00,1
2019-01-09 12:28:00,1
2019-01-09 12:42:00,1
2019-01-09 13:00:00,1
2019-01-09 13:19:00,1
2019-01-09 14:27:00,1
2019-01-09 15:25:00,1
2019-01-09 15:35:00,1
2019-01-09 15:52:00,1
2019-01-09 16:34:00,1
2019-01-09 16:59:00,1
2019-01-09 17:04:00,1
2019-01-09 18:54:00,1
2019-01-09 21:48:00,1
