83,select * from stellarMassFSPSGranWideNoDust where specObjId=#
2019-06-08 01:05:00,1
2019-06-08 02:23:00,1
2019-06-08 06:44:00,1
2019-06-08 10:12:00,1
2019-06-08 14:40:00,1
2019-06-08 14:44:00,1
2019-06-08 14:48:00,1
2019-06-08 14:52:00,1
2019-06-08 14:57:00,1
2019-06-08 15:01:00,1
2019-06-08 15:09:00,1
2019-06-08 15:14:00,1
2019-06-08 15:17:00,1
2019-06-08 15:21:00,1
2019-06-08 15:26:00,1
2019-06-08 15:30:00,1
2019-06-08 15:34:00,1
2019-06-08 15:38:00,1
2019-06-08 15:42:00,1
2019-06-08 15:46:00,1
2019-06-08 15:51:00,1
2019-06-08 15:55:00,1
2019-06-08 15:59:00,1
2019-06-08 16:03:00,1
2019-06-08 16:07:00,1
2019-06-08 16:20:00,1
2019-06-08 16:21:00,1
2019-06-08 16:25:00,1
2019-06-08 16:29:00,1
2019-06-08 16:33:00,1
2019-06-08 16:37:00,1
2019-06-08 16:42:00,1
2019-06-08 16:46:00,1
2019-06-08 16:51:00,1
2019-06-08 16:56:00,1
2019-06-08 17:01:00,1
2019-06-08 17:06:00,1
2019-06-08 17:11:00,1
2019-06-08 17:16:00,1
2019-06-08 17:21:00,1
2019-06-08 17:27:00,1
2019-06-08 17:32:00,1
2019-06-08 17:37:00,1
2019-06-08 17:43:00,1
2019-06-08 17:48:00,1
2019-06-08 17:53:00,1
2019-06-08 17:58:00,1
2019-06-08 18:03:00,1
2019-06-08 18:07:00,1
2019-06-08 18:11:00,1
2019-06-08 18:16:00,1
2019-06-08 18:19:00,1
2019-06-08 18:23:00,1
2019-06-08 18:27:00,1
2019-06-08 18:31:00,1
2019-06-08 18:36:00,1
2019-06-08 18:40:00,1
2019-06-08 18:44:00,1
2019-06-08 18:48:00,1
2019-06-08 18:52:00,1
2019-06-08 18:56:00,1
2019-06-08 19:00:00,1
2019-06-08 19:04:00,1
2019-06-08 19:08:00,1
2019-06-08 19:12:00,1
2019-06-08 19:16:00,1
2019-06-08 19:21:00,1
2019-06-08 19:25:00,1
2019-06-08 19:29:00,1
2019-06-08 19:33:00,1
2019-06-08 19:37:00,1
2019-06-08 19:41:00,1
2019-06-08 19:45:00,1
2019-06-08 19:49:00,1
2019-06-08 19:53:00,1
2019-06-08 19:57:00,1
2019-06-08 20:01:00,1
2019-06-08 20:05:00,1
2019-06-08 20:10:00,1
2019-06-08 20:14:00,1
2019-06-08 20:18:00,1
2019-06-08 20:22:00,1
2019-06-08 22:35:00,1
