151,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-08 04:30:00,1
2019-06-08 05:28:00,2
2019-06-08 06:27:00,2
2019-06-08 09:17:00,1
2019-06-08 09:22:00,1
2019-06-08 09:26:00,1
2019-06-08 11:16:00,1
2019-06-08 13:01:00,1
2019-06-08 13:03:00,5
2019-06-08 13:04:00,3
2019-06-08 13:05:00,3
2019-06-08 13:06:00,1
2019-06-08 13:07:00,10
2019-06-08 13:08:00,2
2019-06-08 13:09:00,2
2019-06-08 13:10:00,1
2019-06-08 13:11:00,1
2019-06-08 13:56:00,1
2019-06-08 14:03:00,1
2019-06-08 14:09:00,1
2019-06-08 14:10:00,1
2019-06-08 14:14:00,1
2019-06-08 14:16:00,1
2019-06-08 15:37:00,1
2019-06-08 15:44:00,2
2019-06-08 15:45:00,1
2019-06-08 16:41:00,2
2019-06-08 16:45:00,2
2019-06-08 16:46:00,3
2019-06-08 17:09:00,1
2019-06-08 17:15:00,1
2019-06-08 17:51:00,1
2019-06-08 20:20:00,2
2019-06-08 20:26:00,3
2019-06-08 22:13:00,1
2019-06-08 22:15:00,1
2019-06-08 22:26:00,1
2019-06-08 22:34:00,6
2019-06-08 22:44:00,6
2019-06-08 22:45:00,1
2019-06-08 22:54:00,9
2019-06-08 23:07:00,3
2019-06-08 23:08:00,6
2019-06-08 23:25:00,15
2019-06-08 23:26:00,5
2019-06-08 23:43:00,7
2019-06-08 23:44:00,12
2019-06-08 23:54:00,11
2019-06-08 23:55:00,4
