13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-06-08 14:10:00,1
2019-06-08 14:13:00,1
2019-06-08 14:27:00,1
2019-06-08 14:34:00,1
2019-06-08 14:41:00,1
2019-06-08 14:47:00,1
2019-06-08 14:59:00,1
2019-06-08 15:36:00,1
2019-06-08 15:42:00,1
2019-06-08 15:44:00,1
2019-06-08 15:49:00,1
2019-06-08 15:53:00,1
2019-06-08 16:06:00,1
