323,select * from Frame where fieldId=#
2019-02-18 00:10:00,1
2019-02-18 00:16:00,1
2019-02-18 00:22:00,1
2019-02-18 00:25:00,1
2019-02-18 00:31:00,1
2019-02-18 00:54:00,1
2019-02-18 01:00:00,1
2019-02-18 01:02:00,1
2019-02-18 01:04:00,1
2019-02-18 01:05:00,17
2019-02-18 01:11:00,6
2019-02-18 01:12:00,13
2019-02-18 01:13:00,4
2019-02-18 01:16:00,1
2019-02-18 01:24:00,1
2019-02-18 01:37:00,1
2019-02-18 01:49:00,1
2019-02-18 01:50:00,1
2019-02-18 01:51:00,1
2019-02-18 01:59:00,1
2019-02-18 02:15:00,1
2019-02-18 02:18:00,1
2019-02-18 02:30:00,1
2019-02-18 02:33:00,1
2019-02-18 02:43:00,1
2019-02-18 02:45:00,1
2019-02-18 03:00:00,1
2019-02-18 03:25:00,1
2019-02-18 03:27:00,1
2019-02-18 03:39:00,1
2019-02-18 04:01:00,2
2019-02-18 04:06:00,1
2019-02-18 04:30:00,1
2019-02-18 04:45:00,2
2019-02-18 04:47:00,1
2019-02-18 04:56:00,1
2019-02-18 05:08:00,1
2019-02-18 05:14:00,1
2019-02-18 05:17:00,1
2019-02-18 05:21:00,1
2019-02-18 05:49:00,1
2019-02-18 05:56:00,1
2019-02-18 06:13:00,1
2019-02-18 06:22:00,1
2019-02-18 06:23:00,1
2019-02-18 06:33:00,1
2019-02-18 06:37:00,1
2019-02-18 06:57:00,1
2019-02-18 07:02:00,1
2019-02-18 07:05:00,1
2019-02-18 07:12:00,1
2019-02-18 07:16:00,1
2019-02-18 07:33:00,1
2019-02-18 07:46:00,1
2019-02-18 07:59:00,1
2019-02-18 08:00:00,1
2019-02-18 08:08:00,1
2019-02-18 08:09:00,1
2019-02-18 08:21:00,1
2019-02-18 08:45:00,1
2019-02-18 08:47:00,1
2019-02-18 08:50:00,1
2019-02-18 10:21:00,1
2019-02-18 11:02:00,1
2019-02-18 11:04:00,1
2019-02-18 11:19:00,1
2019-02-18 11:28:00,1
2019-02-18 11:38:00,1
2019-02-18 11:43:00,1
2019-02-18 11:55:00,1
2019-02-18 12:01:00,1
2019-02-18 12:02:00,1
2019-02-18 12:12:00,1
2019-02-18 12:16:00,1
2019-02-18 12:24:00,1
2019-02-18 12:30:00,10
2019-02-18 12:39:00,1
2019-02-18 12:48:00,1
2019-02-18 13:08:00,1
2019-02-18 13:27:00,1
2019-02-18 13:38:00,1
2019-02-18 13:55:00,2
2019-02-18 14:09:00,1
2019-02-18 14:14:00,1
2019-02-18 14:17:00,1
2019-02-18 14:24:00,2
2019-02-18 14:29:00,1
2019-02-18 14:30:00,1
2019-02-18 14:38:00,1
2019-02-18 14:39:00,1
2019-02-18 15:00:00,1
2019-02-18 15:13:00,1
2019-02-18 15:41:00,1
2019-02-18 15:50:00,1
2019-02-18 15:57:00,1
2019-02-18 15:58:00,2
2019-02-18 16:19:00,1
2019-02-18 16:20:00,1
2019-02-18 16:29:00,1
2019-02-18 16:31:00,5
2019-02-18 16:32:00,6
2019-02-18 16:33:00,4
2019-02-18 16:34:00,10
2019-02-18 16:35:00,6
2019-02-18 16:36:00,6
2019-02-18 16:37:00,4
2019-02-18 17:14:00,1
2019-02-18 17:24:00,1
2019-02-18 17:57:00,1
2019-02-18 18:00:00,17
2019-02-18 18:01:00,14
2019-02-18 18:07:00,1
2019-02-18 18:13:00,1
2019-02-18 18:20:00,1
2019-02-18 18:21:00,1
2019-02-18 18:32:00,1
2019-02-18 18:34:00,1
2019-02-18 18:42:00,1
2019-02-18 18:44:00,1
2019-02-18 19:13:00,1
2019-02-18 19:15:00,2
2019-02-18 19:59:00,1
2019-02-18 20:21:00,1
2019-02-18 20:42:00,2
2019-02-18 20:43:00,1
2019-02-18 20:46:00,1
2019-02-18 20:52:00,1
2019-02-18 20:54:00,3
2019-02-18 20:55:00,6
2019-02-18 20:56:00,7
2019-02-18 20:57:00,12
2019-02-18 20:58:00,6
2019-02-18 20:59:00,4
2019-02-18 21:03:00,1
2019-02-18 21:43:00,1
2019-02-18 22:14:00,1
2019-02-18 22:28:00,13
2019-02-18 22:29:00,7
2019-02-18 22:33:00,1
2019-02-18 22:38:00,2
2019-02-18 23:02:00,2
2019-02-18 23:08:00,2
2019-02-18 23:28:00,1
2019-02-18 23:40:00,1
2019-02-18 23:45:00,1
2019-02-18 23:50:00,7
2019-02-18 23:55:00,1
2019-02-18 23:56:00,2
