611,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-02-18 15:55:00,1
2019-02-18 15:57:00,2
2019-02-18 15:58:00,4
2019-02-18 16:00:00,9
2019-02-18 16:01:00,9
2019-02-18 16:02:00,7
2019-02-18 16:03:00,5
2019-02-18 16:04:00,6
2019-02-18 16:05:00,5
2019-02-18 16:06:00,8
2019-02-18 16:07:00,7
2019-02-18 16:08:00,7
2019-02-18 16:09:00,6
2019-02-18 16:10:00,6
2019-02-18 16:11:00,9
2019-02-18 16:12:00,8
2019-02-18 16:13:00,9
2019-02-18 16:14:00,9
2019-02-18 16:15:00,8
2019-02-18 16:16:00,7
2019-02-18 16:17:00,5
2019-02-18 16:18:00,8
2019-02-18 16:19:00,5
2019-02-18 16:20:00,6
2019-02-18 16:21:00,8
2019-02-18 16:22:00,4
2019-02-18 16:23:00,9
2019-02-18 16:24:00,7
2019-02-18 16:25:00,6
2019-02-18 16:26:00,8
2019-02-18 16:27:00,9
2019-02-18 16:28:00,9
2019-02-18 16:29:00,11
2019-02-18 16:30:00,9
2019-02-18 16:31:00,11
2019-02-18 16:32:00,10
2019-02-18 16:33:00,4
2019-02-18 17:09:00,8
2019-02-18 17:10:00,8
2019-02-18 17:11:00,7
2019-02-18 17:12:00,4
2019-02-18 17:13:00,2
2019-02-18 17:14:00,5
2019-02-18 17:15:00,4
2019-02-18 17:16:00,3
2019-02-18 17:17:00,3
2019-02-18 17:18:00,1
2019-02-18 17:19:00,4
2019-02-18 17:20:00,3
2019-02-18 17:21:00,9
2019-02-18 17:22:00,11
2019-02-18 17:23:00,9
2019-02-18 17:24:00,10
2019-02-18 17:25:00,11
2019-02-18 17:29:00,1
2019-02-18 17:30:00,6
2019-02-18 17:31:00,1
2019-02-18 17:33:00,3
2019-02-18 17:34:00,5
2019-02-18 17:35:00,1
2019-02-18 17:36:00,5
2019-02-18 17:37:00,1
2019-02-18 17:38:00,2
2019-02-18 17:39:00,7
2019-02-18 17:40:00,1
2019-02-18 17:41:00,4
2019-02-18 17:42:00,11
2019-02-18 17:43:00,8
2019-02-18 17:44:00,4
2019-02-18 17:45:00,8
2019-02-18 17:46:00,2
2019-02-18 17:47:00,12
2019-02-18 17:48:00,7
2019-02-18 17:49:00,3
2019-02-18 17:50:00,6
2019-02-18 17:51:00,3
2019-02-18 17:52:00,2
2019-02-18 17:53:00,2
2019-02-18 17:54:00,4
2019-02-18 17:55:00,8
2019-02-18 17:56:00,3
2019-02-18 17:57:00,5
2019-02-18 17:58:00,7
2019-02-18 17:59:00,4
2019-02-18 18:00:00,2
2019-02-18 18:01:00,2
2019-02-18 18:02:00,3
2019-02-18 18:03:00,3
2019-02-18 18:04:00,2
2019-02-18 18:05:00,10
2019-02-18 18:06:00,6
2019-02-18 18:07:00,3
2019-02-18 18:08:00,10
2019-02-18 18:09:00,2
2019-02-18 18:10:00,3
2019-02-18 18:11:00,7
2019-02-18 18:12:00,7
2019-02-18 18:13:00,5
2019-02-18 18:14:00,4
2019-02-18 18:15:00,6
2019-02-18 18:16:00,3
2019-02-18 18:17:00,4
2019-02-18 18:18:00,4
2019-02-18 18:19:00,3
2019-02-18 18:20:00,5
2019-02-18 18:21:00,4
2019-02-18 18:22:00,4
2019-02-18 18:23:00,3
2019-02-18 18:24:00,3
2019-02-18 18:25:00,2
2019-02-18 18:26:00,2
