100,select * from galSpecLine where specObjId=#
2019-02-18 00:55:00,1
2019-02-18 00:57:00,23
2019-02-18 00:58:00,18
2019-02-18 00:59:00,1
2019-02-18 01:14:00,1
2019-02-18 01:48:00,1
2019-02-18 02:02:00,1
2019-02-18 03:00:00,1
2019-02-18 04:02:00,1
2019-02-18 06:32:00,1
2019-02-18 06:52:00,1
2019-02-18 11:38:00,1
2019-02-18 14:15:00,1
2019-02-18 14:55:00,2
2019-02-18 15:21:00,1
2019-02-18 15:28:00,1
2019-02-18 16:14:00,1
2019-02-18 16:22:00,1
2019-02-18 16:24:00,2
2019-02-18 16:28:00,1
2019-02-18 16:30:00,1
2019-02-18 16:35:00,1
2019-02-18 17:20:00,1
2019-02-18 19:42:00,1
2019-02-18 21:16:00,1
2019-02-18 22:08:00,1
2019-02-18 23:24:00,1
2019-02-18 23:50:00,11
2019-02-18 23:51:00,20
2019-02-18 23:56:00,1
