53,select * from XCRedshift where specObjId=#
2019-02-18 00:45:00,1
2019-02-18 03:45:00,1
2019-02-18 04:04:00,1
2019-02-18 04:30:00,1
2019-02-18 04:43:00,1
2019-02-18 04:44:00,1
2019-02-18 04:45:00,1
2019-02-18 05:09:00,1
2019-02-18 05:39:00,1
2019-02-18 06:14:00,1
2019-02-18 06:15:00,1
2019-02-18 06:47:00,1
2019-02-18 07:11:00,1
2019-02-18 07:24:00,1
2019-02-18 07:37:00,1
2019-02-18 07:40:00,1
2019-02-18 08:20:00,1
2019-02-18 09:17:00,1
2019-02-18 10:17:00,1
2019-02-18 10:38:00,1
2019-02-18 10:57:00,1
2019-02-18 11:16:00,1
2019-02-18 11:43:00,1
2019-02-18 11:46:00,1
2019-02-18 11:57:00,1
2019-02-18 12:09:00,1
2019-02-18 12:11:00,1
2019-02-18 12:13:00,1
2019-02-18 12:46:00,1
2019-02-18 13:48:00,1
2019-02-18 14:11:00,1
2019-02-18 14:36:00,1
2019-02-18 15:58:00,1
2019-02-18 16:59:00,1
2019-02-18 17:24:00,1
2019-02-18 17:32:00,1
2019-02-18 17:55:00,1
2019-02-18 18:29:00,1
2019-02-18 19:28:00,1
2019-02-18 19:46:00,1
2019-02-18 20:44:00,1
2019-02-18 20:49:00,1
2019-02-18 21:02:00,1
2019-02-18 21:07:00,1
2019-02-18 21:17:00,1
2019-02-18 21:53:00,1
2019-02-18 21:55:00,1
2019-02-18 22:16:00,1
2019-02-18 22:23:00,1
2019-02-18 22:25:00,1
2019-02-18 22:45:00,1
2019-02-18 23:11:00,1
2019-02-18 23:17:00,1
