748,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-02-18 10:09:00,1
2019-02-18 15:06:00,3
2019-02-18 15:07:00,4
2019-02-18 15:08:00,5
2019-02-18 15:09:00,5
2019-02-18 15:10:00,2
2019-02-18 15:11:00,3
2019-02-18 15:12:00,5
2019-02-18 15:13:00,3
2019-02-18 15:14:00,6
2019-02-18 15:15:00,6
2019-02-18 15:16:00,3
2019-02-18 15:17:00,2
2019-02-18 15:18:00,5
2019-02-18 15:19:00,2
2019-02-18 15:20:00,5
2019-02-18 15:21:00,4
2019-02-18 15:22:00,4
2019-02-18 15:23:00,3
2019-02-18 15:24:00,3
2019-02-18 15:58:00,1
2019-02-18 16:39:00,1
2019-02-18 16:46:00,1
2019-02-18 16:47:00,1
2019-02-18 17:10:00,2
2019-02-18 17:11:00,3
2019-02-18 17:12:00,2
2019-02-18 17:13:00,1
2019-02-18 17:14:00,2
2019-02-18 17:15:00,1
2019-02-18 17:16:00,2
2019-02-18 17:17:00,2
2019-02-18 17:18:00,3
2019-02-18 17:19:00,2
2019-02-18 17:20:00,2
2019-02-18 17:21:00,3
2019-02-18 17:22:00,2
2019-02-18 17:23:00,3
2019-02-18 17:24:00,2
2019-02-18 17:25:00,1
2019-02-18 17:26:00,4
2019-02-18 17:27:00,3
2019-02-18 17:28:00,4
2019-02-18 17:34:00,3
2019-02-18 17:35:00,5
2019-02-18 17:36:00,3
2019-02-18 17:37:00,2
2019-02-18 17:38:00,3
2019-02-18 17:39:00,1
2019-02-18 17:40:00,3
2019-02-18 17:41:00,2
2019-02-18 17:42:00,3
2019-02-18 17:43:00,3
2019-02-18 17:44:00,3
2019-02-18 17:45:00,4
2019-02-18 17:46:00,3
2019-02-18 17:47:00,4
2019-02-18 17:48:00,3
2019-02-18 17:49:00,4
2019-02-18 17:50:00,3
2019-02-18 17:51:00,1
2019-02-18 17:52:00,2
2019-02-18 17:53:00,3
2019-02-18 17:54:00,4
2019-02-18 17:55:00,1
2019-02-18 17:56:00,4
2019-02-18 17:57:00,3
2019-02-18 17:58:00,3
2019-02-18 17:59:00,2
2019-02-18 18:00:00,2
2019-02-18 18:01:00,5
2019-02-18 18:02:00,5
2019-02-18 18:03:00,3
2019-02-18 18:04:00,1
2019-02-18 18:05:00,3
2019-02-18 18:06:00,4
2019-02-18 18:07:00,3
2019-02-18 18:08:00,5
2019-02-18 18:09:00,2
2019-02-18 18:10:00,2
2019-02-18 18:11:00,3
2019-02-18 18:12:00,4
2019-02-18 18:13:00,1
2019-02-18 18:14:00,3
2019-02-18 18:15:00,5
2019-02-18 18:16:00,4
2019-02-18 18:17:00,2
2019-02-18 18:21:00,1
2019-02-18 18:23:00,2
2019-02-18 18:24:00,3
2019-02-18 18:25:00,1
