42,"select s.ObjID,s.class,s.subclass,s.z,s.zErr,s.type from SpecPhoto s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-02-18 03:31:00,2
2019-02-18 04:04:00,2
2019-02-18 04:10:00,1
2019-02-18 04:11:00,1
2019-02-18 04:22:00,2
2019-02-18 04:28:00,2
2019-02-18 04:39:00,2
2019-02-18 05:00:00,2
2019-02-18 05:12:00,2
2019-02-18 05:28:00,1
2019-02-18 05:29:00,1
2019-02-18 16:12:00,2
2019-02-18 18:02:00,2
2019-02-18 18:11:00,2
2019-02-18 18:28:00,2
2019-02-18 18:34:00,1
2019-02-18 18:35:00,1
2019-02-18 18:39:00,1
2019-02-18 18:40:00,1
2019-02-18 20:56:00,2
2019-02-18 21:12:00,2
2019-02-18 21:37:00,1
2019-02-18 21:38:00,1
2019-02-18 21:45:00,1
2019-02-18 21:46:00,1
2019-02-18 21:51:00,1
2019-02-18 21:52:00,1
2019-02-18 21:56:00,1
2019-02-18 21:57:00,1
