69,select * from sppParams where specObjId=#
2019-02-18 01:00:00,8
2019-02-18 01:01:00,7
2019-02-18 01:18:00,1
2019-02-18 03:08:00,1
2019-02-18 03:48:00,1
2019-02-18 05:54:00,1
2019-02-18 05:58:00,1
2019-02-18 06:59:00,1
2019-02-18 08:04:00,1
2019-02-18 09:51:00,1
2019-02-18 09:54:00,1
2019-02-18 11:37:00,1
2019-02-18 11:38:00,1
2019-02-18 11:39:00,1
2019-02-18 11:40:00,1
2019-02-18 11:56:00,1
2019-02-18 14:12:00,1
2019-02-18 14:29:00,1
2019-02-18 14:55:00,1
2019-02-18 17:00:00,1
2019-02-18 17:11:00,1
2019-02-18 18:49:00,1
2019-02-18 21:23:00,1
2019-02-18 22:49:00,1
2019-02-18 23:25:00,1
2019-02-18 23:49:00,1
2019-02-18 23:52:00,29
2019-02-18 23:56:00,1
