2339,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-05-12 14:17:00,1
2019-05-12 14:18:00,3
2019-05-12 14:19:00,4
2019-05-12 14:20:00,4
2019-05-12 14:22:00,1
2019-05-12 14:45:00,2
2019-05-12 14:46:00,5
2019-05-12 14:47:00,3
2019-05-12 14:48:00,4
2019-05-12 14:49:00,5
2019-05-12 14:50:00,5
2019-05-12 14:51:00,7
2019-05-12 14:52:00,3
2019-05-12 14:56:00,1
2019-05-12 14:58:00,6
2019-05-12 14:59:00,5
2019-05-12 15:00:00,2
2019-05-12 15:15:00,1
2019-05-12 15:16:00,1
2019-05-12 15:18:00,1
2019-05-12 15:19:00,1
2019-05-12 15:21:00,1
2019-05-12 15:33:00,2
2019-05-12 15:34:00,1
2019-05-12 15:35:00,2
2019-05-12 15:36:00,2
2019-05-12 15:37:00,6
2019-05-12 15:39:00,11
2019-05-12 15:40:00,1
2019-05-12 15:41:00,2
2019-05-12 15:42:00,1
2019-05-12 15:47:00,9
2019-05-12 15:48:00,5
2019-05-12 15:49:00,4
2019-05-12 15:50:00,13
2019-05-12 15:51:00,7
2019-05-12 15:52:00,10
2019-05-12 15:53:00,7
2019-05-12 15:54:00,8
2019-05-12 15:55:00,2
2019-05-12 15:56:00,2
2019-05-12 15:57:00,1
2019-05-12 15:58:00,5
2019-05-12 16:00:00,3
2019-05-12 16:01:00,1
2019-05-12 16:02:00,1
2019-05-12 16:03:00,1
2019-05-12 16:12:00,2
2019-05-12 16:19:00,1
2019-05-12 16:24:00,1
2019-05-12 17:04:00,1
2019-05-12 17:09:00,1
2019-05-12 17:12:00,1
2019-05-12 17:13:00,2
2019-05-12 17:14:00,2
2019-05-12 17:15:00,3
2019-05-12 17:16:00,7
2019-05-12 17:17:00,6
2019-05-12 17:18:00,9
2019-05-12 17:19:00,10
2019-05-12 17:20:00,7
2019-05-12 17:21:00,6
2019-05-12 17:22:00,9
2019-05-12 17:23:00,5
2019-05-12 17:24:00,7
2019-05-12 17:25:00,4
2019-05-12 17:26:00,6
2019-05-12 17:33:00,1
2019-05-12 17:35:00,2
2019-05-12 17:36:00,1
2019-05-12 17:37:00,2
2019-05-12 17:38:00,1
2019-05-12 17:39:00,2
2019-05-12 17:40:00,2
2019-05-12 17:41:00,1
2019-05-12 17:42:00,3
2019-05-12 17:43:00,2
2019-05-12 17:44:00,9
2019-05-12 17:45:00,6
2019-05-12 17:46:00,7
2019-05-12 17:47:00,6
2019-05-12 17:48:00,6
2019-05-12 17:49:00,9
2019-05-12 17:50:00,10
2019-05-12 17:51:00,16
2019-05-12 17:52:00,5
2019-05-12 17:53:00,2
2019-05-12 17:54:00,4
2019-05-12 17:55:00,6
2019-05-12 17:56:00,8
2019-05-12 17:57:00,3
2019-05-12 17:58:00,6
2019-05-12 17:59:00,3
2019-05-12 18:00:00,3
2019-05-12 18:01:00,1
2019-05-12 18:02:00,3
2019-05-12 18:03:00,7
2019-05-12 18:04:00,2
2019-05-12 18:05:00,1
2019-05-12 18:06:00,3
2019-05-12 18:07:00,4
2019-05-12 18:08:00,3
2019-05-12 18:09:00,2
2019-05-12 18:10:00,3
2019-05-12 18:11:00,1
2019-05-12 18:12:00,3
2019-05-12 18:13:00,1
2019-05-12 18:14:00,1
2019-05-12 18:16:00,1
2019-05-12 18:17:00,1
2019-05-12 18:18:00,1
2019-05-12 18:20:00,1
2019-05-12 18:31:00,1
2019-05-12 18:37:00,1
2019-05-12 18:38:00,1
2019-05-12 18:40:00,2
2019-05-12 18:42:00,2
2019-05-12 18:58:00,1
2019-05-12 19:07:00,1
2019-05-12 19:08:00,1
2019-05-12 19:09:00,2
2019-05-12 19:10:00,1
2019-05-12 19:11:00,1
2019-05-12 19:12:00,1
2019-05-12 19:13:00,1
2019-05-12 19:14:00,1
2019-05-12 19:15:00,1
2019-05-12 19:16:00,2
2019-05-12 19:17:00,1
2019-05-12 19:18:00,1
2019-05-12 19:19:00,1
2019-05-12 19:20:00,1
2019-05-12 19:21:00,1
2019-05-12 19:22:00,2
2019-05-12 19:30:00,1
2019-05-12 19:31:00,1
2019-05-12 19:32:00,3
2019-05-12 19:33:00,2
2019-05-12 19:34:00,5
2019-05-12 19:35:00,5
2019-05-12 19:36:00,4
2019-05-12 19:37:00,5
2019-05-12 19:38:00,3
2019-05-12 19:39:00,3
2019-05-12 19:40:00,3
2019-05-12 19:41:00,2
2019-05-12 19:42:00,1
2019-05-12 19:44:00,1
2019-05-12 19:46:00,2
2019-05-12 19:56:00,2
2019-05-12 19:57:00,1
2019-05-12 19:59:00,1
2019-05-12 20:01:00,1
2019-05-12 20:04:00,1
2019-05-12 20:30:00,2
2019-05-12 20:31:00,1
2019-05-12 20:32:00,1
2019-05-12 20:43:00,1
2019-05-12 20:44:00,4
2019-05-12 20:45:00,4
2019-05-12 20:46:00,7
2019-05-12 20:47:00,10
2019-05-12 20:48:00,8
2019-05-12 20:49:00,8
2019-05-12 20:54:00,1
2019-05-12 20:59:00,1
2019-05-12 21:01:00,2
2019-05-12 21:02:00,1
2019-05-12 21:03:00,1
2019-05-12 21:04:00,1
2019-05-12 21:05:00,2
2019-05-12 21:06:00,7
2019-05-12 21:07:00,4
2019-05-12 21:08:00,3
2019-05-12 21:09:00,2
2019-05-12 21:10:00,10
2019-05-12 21:11:00,2
2019-05-12 21:13:00,10
2019-05-12 21:14:00,4
2019-05-12 21:15:00,1
2019-05-12 21:16:00,1
2019-05-12 21:17:00,4
2019-05-12 21:18:00,2
2019-05-12 21:19:00,7
2019-05-12 21:20:00,1
2019-05-12 21:21:00,4
2019-05-12 21:22:00,6
2019-05-12 21:23:00,6
2019-05-12 21:24:00,7
2019-05-12 21:25:00,3
2019-05-12 21:26:00,2
2019-05-12 21:27:00,1
2019-05-12 21:28:00,7
2019-05-12 21:29:00,3
2019-05-12 21:30:00,3
2019-05-12 21:31:00,6
2019-05-12 21:32:00,5
2019-05-12 21:33:00,4
2019-05-12 21:35:00,1
2019-05-12 21:36:00,4
2019-05-12 21:37:00,4
2019-05-12 21:38:00,3
2019-05-12 21:39:00,2
2019-05-12 21:40:00,5
2019-05-12 21:41:00,7
2019-05-12 21:42:00,3
2019-05-12 21:43:00,3
2019-05-12 21:44:00,4
2019-05-12 21:45:00,2
2019-05-12 21:46:00,6
2019-05-12 21:47:00,5
2019-05-12 21:48:00,2
2019-05-12 22:06:00,1
2019-05-12 22:11:00,4
2019-05-12 22:12:00,3
2019-05-12 22:13:00,3
2019-05-12 22:14:00,3
2019-05-12 22:15:00,2
2019-05-12 22:16:00,5
2019-05-12 22:19:00,2
2019-05-12 22:20:00,6
2019-05-12 22:21:00,1
2019-05-12 22:23:00,1
2019-05-12 22:24:00,2
2019-05-12 22:25:00,1
2019-05-12 22:40:00,1
2019-05-12 22:52:00,1
2019-05-12 22:58:00,1
2019-05-12 23:15:00,1
2019-05-12 23:38:00,1
2019-05-12 23:39:00,3
2019-05-12 23:40:00,1
2019-05-12 23:46:00,1
2019-05-12 23:47:00,1
2019-05-12 23:50:00,1
2019-05-12 23:55:00,1
