662,"SELECT DISTINCT p.objID, p.skyVersion, p.mode, p.clean, p.type, p.ra, p.dec, p.type_r, p.petroRad_r, p.deVRad_r, p.deVAB_r, p.deVPhi_r, p.expRad_r, p.expAB_r, p.expPhi_r, p.lnLExp_r, p.lnLDeV_r, psfMag_r, p.type_g, p.petroRad_g, p.deVRad_g, p.deVAB_g, p.deVPhi_g, p.expRad_g, p.expAB_g, p.expPhi_g, p.lnLExp_g, p.lnLDeV_g, psfMag_g, p.type_i, p.petroRad_i, p.deVRad_i, p.deVAB_i, p.deVPhi_i, p.expRad_i, p.expAB_i, p.expPhi_i, p.lnLExp_i, p.lnLDeV_i, psfMag_i FROM PhotoPrimary AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-12 01:54:00,3
2019-05-12 01:55:00,3
2019-05-12 01:56:00,2
2019-05-12 01:57:00,3
2019-05-12 01:58:00,3
2019-05-12 01:59:00,3
2019-05-12 02:00:00,2
2019-05-12 02:01:00,3
2019-05-12 02:02:00,3
2019-05-12 02:03:00,3
2019-05-12 02:04:00,2
2019-05-12 02:05:00,3
2019-05-12 02:06:00,3
2019-05-12 02:07:00,3
2019-05-12 02:08:00,2
2019-05-12 02:09:00,3
2019-05-12 02:10:00,2
2019-05-12 02:11:00,3
2019-05-12 02:12:00,3
2019-05-12 02:13:00,3
2019-05-12 02:14:00,3
2019-05-12 02:15:00,3
2019-05-12 02:16:00,3
2019-05-12 02:17:00,2
2019-05-12 02:18:00,3
2019-05-12 02:19:00,3
2019-05-12 02:20:00,2
2019-05-12 02:21:00,3
2019-05-12 02:22:00,2
2019-05-12 02:23:00,3
2019-05-12 02:24:00,2
2019-05-12 02:25:00,3
2019-05-12 02:26:00,3
2019-05-12 02:27:00,2
2019-05-12 02:28:00,3
2019-05-12 02:29:00,3
2019-05-12 02:30:00,3
2019-05-12 02:31:00,2
2019-05-12 02:32:00,3
2019-05-12 02:33:00,3
2019-05-12 02:34:00,2
2019-05-12 02:35:00,3
2019-05-12 02:36:00,3
2019-05-12 02:37:00,2
2019-05-12 02:38:00,3
2019-05-12 02:39:00,2
2019-05-12 02:40:00,3
2019-05-12 02:41:00,3
2019-05-12 02:42:00,2
2019-05-12 02:43:00,3
2019-05-12 02:44:00,2
2019-05-12 02:45:00,3
2019-05-12 02:46:00,3
2019-05-12 02:47:00,3
2019-05-12 02:48:00,3
2019-05-12 02:49:00,2
2019-05-12 02:50:00,3
2019-05-12 02:51:00,2
2019-05-12 02:52:00,3
2019-05-12 02:53:00,3
2019-05-12 02:54:00,3
2019-05-12 02:55:00,2
2019-05-12 02:56:00,3
2019-05-12 02:57:00,3
2019-05-12 02:58:00,3
2019-05-12 02:59:00,2
2019-05-12 03:00:00,3
2019-05-12 03:01:00,3
2019-05-12 03:02:00,3
2019-05-12 03:03:00,2
2019-05-12 03:04:00,3
2019-05-12 03:05:00,3
2019-05-12 03:06:00,2
2019-05-12 03:07:00,3
2019-05-12 03:08:00,3
2019-05-12 03:09:00,3
2019-05-12 03:10:00,2
2019-05-12 03:11:00,3
2019-05-12 03:12:00,2
2019-05-12 03:13:00,3
2019-05-12 03:14:00,3
2019-05-12 03:15:00,2
2019-05-12 03:16:00,3
2019-05-12 03:17:00,3
2019-05-12 03:18:00,3
2019-05-12 03:19:00,2
2019-05-12 03:20:00,3
2019-05-12 03:21:00,3
2019-05-12 03:22:00,2
2019-05-12 03:23:00,3
2019-05-12 03:24:00,3
2019-05-12 03:25:00,2
2019-05-12 03:26:00,3
2019-05-12 03:27:00,3
2019-05-12 03:28:00,2
2019-05-12 03:29:00,2
2019-05-12 03:30:00,3
2019-05-12 03:31:00,3
2019-05-12 03:32:00,2
2019-05-12 03:33:00,3
2019-05-12 03:35:00,2
2019-05-12 03:36:00,3
2019-05-12 03:37:00,3
2019-05-12 03:38:00,2
2019-05-12 03:39:00,3
2019-05-12 03:40:00,2
2019-05-12 03:41:00,2
2019-05-12 03:42:00,2
2019-05-12 03:43:00,3
2019-05-12 03:44:00,3
2019-05-12 03:45:00,2
2019-05-12 03:46:00,2
2019-05-12 03:47:00,2
2019-05-12 03:48:00,2
2019-05-12 03:49:00,3
2019-05-12 03:50:00,2
2019-05-12 03:51:00,2
2019-05-12 03:52:00,2
2019-05-12 03:53:00,3
2019-05-12 03:54:00,3
2019-05-12 03:55:00,2
2019-05-12 03:56:00,3
2019-05-12 03:58:00,2
2019-05-12 03:59:00,2
2019-05-12 04:00:00,3
2019-05-12 04:01:00,3
2019-05-12 04:02:00,2
2019-05-12 04:03:00,2
2019-05-12 04:04:00,1
2019-05-12 04:06:00,3
2019-05-12 04:07:00,3
2019-05-12 04:08:00,1
2019-05-12 04:09:00,2
2019-05-12 04:10:00,2
2019-05-12 04:11:00,2
