116,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-05-12 02:51:00,1
2019-05-12 02:52:00,1
2019-05-12 02:59:00,1
2019-05-12 03:08:00,1
2019-05-12 03:29:00,1
2019-05-12 03:59:00,1
2019-05-12 04:19:00,1
2019-05-12 04:24:00,1
2019-05-12 04:37:00,1
2019-05-12 04:52:00,2
2019-05-12 04:55:00,1
2019-05-12 05:00:00,1
2019-05-12 05:07:00,1
2019-05-12 05:16:00,1
2019-05-12 05:26:00,1
2019-05-12 05:37:00,1
2019-05-12 05:44:00,1
2019-05-12 05:52:00,1
2019-05-12 06:05:00,1
2019-05-12 06:10:00,1
2019-05-12 06:25:00,1
2019-05-12 06:40:00,1
2019-05-12 07:00:00,1
2019-05-12 07:10:00,1
2019-05-12 07:31:00,2
2019-05-12 07:57:00,1
2019-05-12 08:45:00,1
2019-05-12 09:08:00,1
2019-05-12 09:31:00,1
2019-05-12 10:10:00,1
2019-05-12 10:37:00,1
2019-05-12 11:05:00,1
2019-05-12 11:34:00,1
2019-05-12 11:36:00,1
2019-05-12 11:37:00,1
2019-05-12 11:40:00,1
2019-05-12 11:44:00,2
2019-05-12 11:50:00,1
2019-05-12 12:15:00,1
2019-05-12 12:22:00,1
2019-05-12 12:26:00,1
2019-05-12 13:16:00,3
2019-05-12 13:24:00,1
2019-05-12 13:32:00,1
2019-05-12 13:34:00,1
2019-05-12 13:36:00,1
2019-05-12 13:38:00,1
2019-05-12 13:39:00,1
2019-05-12 13:43:00,1
2019-05-12 13:45:00,2
2019-05-12 13:47:00,1
2019-05-12 13:50:00,1
2019-05-12 14:01:00,1
2019-05-12 14:08:00,1
2019-05-12 14:09:00,1
2019-05-12 14:11:00,1
2019-05-12 14:14:00,1
2019-05-12 14:15:00,1
2019-05-12 14:18:00,1
2019-05-12 14:20:00,1
2019-05-12 14:28:00,1
2019-05-12 14:32:00,1
2019-05-12 14:33:00,1
2019-05-12 14:35:00,1
2019-05-12 14:40:00,1
2019-05-12 15:05:00,1
2019-05-12 15:09:00,1
2019-05-12 15:15:00,1
2019-05-12 15:18:00,1
2019-05-12 15:21:00,1
2019-05-12 15:28:00,2
2019-05-12 15:44:00,1
2019-05-12 15:45:00,2
2019-05-12 15:46:00,1
2019-05-12 15:50:00,1
2019-05-12 15:54:00,1
2019-05-12 16:02:00,1
2019-05-12 16:05:00,1
2019-05-12 16:09:00,1
2019-05-12 16:22:00,1
2019-05-12 16:38:00,1
2019-05-12 16:40:00,1
2019-05-12 16:44:00,1
2019-05-12 16:55:00,1
2019-05-12 16:57:00,1
2019-05-12 16:58:00,1
2019-05-12 17:19:00,1
2019-05-12 17:35:00,1
2019-05-12 17:43:00,1
2019-05-12 18:01:00,1
2019-05-12 18:02:00,1
2019-05-12 18:07:00,1
2019-05-12 18:17:00,1
2019-05-12 18:24:00,2
2019-05-12 18:25:00,2
2019-05-12 18:30:00,1
2019-05-12 18:45:00,1
2019-05-12 18:47:00,1
2019-05-12 18:50:00,1
2019-05-12 18:51:00,1
2019-05-12 19:08:00,1
2019-05-12 19:29:00,1
2019-05-12 19:30:00,1
2019-05-12 19:43:00,1
2019-05-12 22:16:00,1
2019-05-12 23:40:00,1
