53,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-05-12 00:49:00,1
2019-05-12 02:15:00,1
2019-05-12 04:02:00,3
2019-05-12 04:03:00,3
2019-05-12 04:09:00,1
2019-05-12 04:10:00,2
2019-05-12 04:29:00,1
2019-05-12 05:22:00,4
2019-05-12 05:23:00,6
2019-05-12 07:14:00,3
2019-05-12 12:06:00,2
2019-05-12 14:09:00,1
2019-05-12 15:52:00,2
2019-05-12 15:53:00,3
2019-05-12 15:54:00,1
2019-05-12 15:55:00,1
2019-05-12 17:31:00,1
2019-05-12 18:25:00,1
2019-05-12 18:37:00,1
2019-05-12 18:39:00,2
2019-05-12 18:40:00,3
2019-05-12 20:16:00,6
2019-05-12 20:17:00,4
