82,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-05-12 00:01:00,1
2019-05-12 00:03:00,1
2019-05-12 00:30:00,1
2019-05-12 00:32:00,1
2019-05-12 01:05:00,5
2019-05-12 01:30:00,2
2019-05-12 02:02:00,1
2019-05-12 02:03:00,1
2019-05-12 02:05:00,1
2019-05-12 02:06:00,1
2019-05-12 02:30:00,2
2019-05-12 03:01:00,1
2019-05-12 03:04:00,1
2019-05-12 03:05:00,1
2019-05-12 03:07:00,1
2019-05-12 03:33:00,1
2019-05-12 03:35:00,2
2019-05-12 03:36:00,1
2019-05-12 04:02:00,1
2019-05-12 04:04:00,1
2019-05-12 04:05:00,3
2019-05-12 04:07:00,1
2019-05-12 04:09:00,1
2019-05-12 04:11:00,1
2019-05-12 04:35:00,1
2019-05-12 05:03:00,1
2019-05-12 05:05:00,5
2019-05-12 05:06:00,1
2019-05-12 05:08:00,1
2019-05-12 05:10:00,1
2019-05-12 05:13:00,1
2019-05-12 05:25:00,1
2019-05-12 05:30:00,1
2019-05-12 09:02:00,1
2019-05-12 09:30:00,2
2019-05-12 09:32:00,1
2019-05-12 10:03:00,1
2019-05-12 10:05:00,1
2019-05-12 10:07:00,1
2019-05-12 10:10:00,1
2019-05-12 11:03:00,1
2019-05-12 12:02:00,1
2019-05-12 12:03:00,1
2019-05-12 12:05:00,2
2019-05-12 12:32:00,1
2019-05-12 13:02:00,1
2019-05-12 13:04:00,1
2019-05-12 13:32:00,1
2019-05-12 14:01:00,1
2019-05-12 14:30:00,1
2019-05-12 15:02:00,1
2019-05-12 16:01:00,1
2019-05-12 16:03:00,1
2019-05-12 17:02:00,1
2019-05-12 17:30:00,1
2019-05-12 19:01:00,1
2019-05-12 19:03:00,1
2019-05-12 19:35:00,2
2019-05-12 20:00:00,1
2019-05-12 21:03:00,1
2019-05-12 22:05:00,2
2019-05-12 22:35:00,3
2019-05-12 23:30:00,1
