3,"SELECT ALL objra, objdec, nsa_elpetro_absmag_f, plate, nsa_nsaid, nsa_field, nsa_version FROM mangaDRPall  WHERE nsa_field = #"
2019-05-12 18:09:00,1
2019-05-12 18:27:00,1
2019-05-12 18:29:00,1
