31,select * from SpecObjAll where specObjId=#
2019-05-08 03:50:00,1
2019-05-08 03:51:00,1
2019-05-08 06:21:00,1
2019-05-08 06:54:00,1
2019-05-08 07:00:00,1
2019-05-08 07:20:00,1
2019-05-08 07:26:00,1
2019-05-08 07:30:00,1
2019-05-08 09:10:00,2
2019-05-08 09:11:00,1
2019-05-08 09:12:00,1
2019-05-08 09:19:00,1
2019-05-08 09:45:00,1
2019-05-08 09:53:00,2
2019-05-08 10:02:00,1
2019-05-08 10:36:00,1
2019-05-08 10:43:00,1
2019-05-08 11:08:00,3
2019-05-08 12:25:00,1
2019-05-08 14:10:00,1
2019-05-08 14:16:00,1
2019-05-08 14:18:00,1
2019-05-08 14:54:00,1
2019-05-08 15:00:00,1
2019-05-08 15:13:00,2
2019-05-08 17:33:00,1
