196,"select s.ObjID, s.ra,s.dec,s.deVRad_r,s.deVAB_r,s.raErr,s.decErr,s.type,s.modelMag_u,s.modelMagErr_u,s.modelMag_g,s.modelMagErr_g,s.modelMag_r,s.modelMagErr_r,s.modelMag_i,s.modelMagErr_i,s.modelMag_z,s.modelMagErr_z from PhotoPrimary s, dbo.fGetNearbyObjEq(#,#,#) n where s.ObjID = n.ObjID AND s.mode = #"
2019-05-08 00:07:00,1
2019-05-08 00:08:00,1
2019-05-08 00:25:00,1
2019-05-08 00:27:00,1
2019-05-08 00:32:00,1
2019-05-08 00:35:00,1
2019-05-08 00:50:00,1
2019-05-08 00:51:00,1
2019-05-08 00:58:00,1
2019-05-08 01:14:00,1
2019-05-08 01:32:00,1
2019-05-08 01:46:00,1
2019-05-08 01:47:00,1
2019-05-08 01:48:00,1
2019-05-08 01:54:00,1
2019-05-08 02:00:00,1
2019-05-08 02:01:00,1
2019-05-08 02:15:00,2
2019-05-08 02:19:00,1
2019-05-08 02:30:00,1
2019-05-08 02:33:00,1
2019-05-08 02:39:00,1
2019-05-08 02:46:00,1
2019-05-08 03:12:00,1
2019-05-08 03:17:00,1
2019-05-08 03:22:00,1
2019-05-08 03:24:00,1
2019-05-08 03:25:00,1
2019-05-08 03:27:00,1
2019-05-08 03:31:00,2
2019-05-08 03:32:00,1
2019-05-08 03:36:00,1
2019-05-08 03:52:00,1
2019-05-08 03:58:00,1
2019-05-08 04:03:00,1
2019-05-08 04:14:00,1
2019-05-08 04:32:00,1
2019-05-08 04:34:00,1
2019-05-08 04:47:00,1
2019-05-08 04:49:00,1
2019-05-08 04:57:00,1
2019-05-08 04:59:00,1
2019-05-08 05:18:00,1
2019-05-08 05:19:00,1
2019-05-08 05:20:00,1
2019-05-08 05:26:00,1
2019-05-08 05:28:00,1
2019-05-08 05:49:00,1
2019-05-08 05:51:00,1
2019-05-08 05:53:00,1
2019-05-08 06:10:00,1
2019-05-08 06:17:00,1
2019-05-08 06:34:00,1
2019-05-08 06:37:00,1
2019-05-08 06:55:00,1
2019-05-08 07:14:00,1
