59,select * from fDocFunctionParams(&&&)
2019-05-08 00:01:00,6
2019-05-08 00:02:00,4
2019-05-08 01:09:00,1
2019-05-08 01:45:00,1
2019-05-08 05:09:00,1
2019-05-08 07:45:00,1
2019-05-08 08:04:00,7
2019-05-08 08:05:00,5
2019-05-08 08:10:00,4
2019-05-08 08:11:00,7
2019-05-08 08:40:00,1
2019-05-08 08:46:00,1
2019-05-08 09:29:00,1
2019-05-08 09:33:00,1
2019-05-08 11:26:00,1
2019-05-08 16:09:00,1
2019-05-08 18:21:00,1
2019-05-08 23:06:00,7
2019-05-08 23:07:00,5
2019-05-08 23:08:00,1
2019-05-08 23:09:00,2
