32,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-05-08 14:45:00,1
2019-05-08 14:46:00,1
2019-05-08 14:48:00,1
2019-05-08 14:49:00,1
2019-05-08 14:58:00,1
2019-05-08 14:59:00,1
2019-05-08 15:31:00,1
2019-05-08 15:35:00,1
2019-05-08 15:59:00,1
2019-05-08 16:03:00,1
2019-05-08 16:17:00,1
2019-05-08 16:18:00,1
2019-05-08 16:31:00,1
2019-05-08 16:32:00,1
2019-05-08 16:45:00,1
2019-05-08 16:46:00,1
2019-05-08 16:56:00,1
2019-05-08 16:57:00,1
2019-05-08 17:06:00,1
2019-05-08 17:07:00,1
2019-05-08 17:17:00,1
2019-05-08 17:19:00,1
2019-05-08 17:29:00,1
2019-05-08 17:30:00,1
2019-05-08 18:14:00,1
2019-05-08 18:18:00,1
2019-05-08 18:37:00,1
2019-05-08 18:39:00,1
2019-05-08 19:17:00,1
2019-05-08 19:20:00,1
2019-05-08 19:45:00,1
2019-05-08 19:49:00,1
