2050,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-08 12:31:00,77
2019-05-08 12:32:00,49
2019-05-08 12:33:00,56
2019-05-08 12:35:00,20
2019-05-08 12:36:00,142
2019-05-08 12:37:00,80
2019-05-08 12:38:00,32
2019-05-08 12:39:00,44
2019-05-08 12:41:00,24
2019-05-08 12:42:00,71
2019-05-08 12:46:00,29
2019-05-08 12:47:00,32
2019-05-08 12:48:00,43
2019-05-08 12:49:00,153
2019-05-08 12:50:00,63
2019-05-08 12:51:00,101
2019-05-08 12:52:00,79
2019-05-08 12:53:00,15
2019-05-08 12:55:00,58
2019-05-08 12:56:00,5
2019-05-08 12:57:00,45
2019-05-08 13:00:00,40
2019-05-08 13:02:00,41
2019-05-08 13:04:00,50
2019-05-08 13:05:00,90
2019-05-08 13:06:00,94
2019-05-08 13:07:00,62
2019-05-08 13:08:00,191
2019-05-08 13:11:00,32
2019-05-08 13:12:00,6
2019-05-08 13:17:00,13
2019-05-08 13:20:00,49
2019-05-08 13:21:00,22
2019-05-08 13:22:00,79
2019-05-08 13:26:00,26
2019-05-08 13:31:00,34
2019-05-08 13:32:00,3
