73,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-20 04:32:00,6
2019-06-20 06:29:00,1
2019-06-20 07:18:00,2
2019-06-20 07:28:00,1
2019-06-20 07:29:00,1
2019-06-20 07:36:00,1
2019-06-20 07:56:00,1
2019-06-20 08:32:00,1
2019-06-20 08:34:00,1
2019-06-20 09:29:00,1
2019-06-20 10:29:00,1
2019-06-20 13:01:00,3
2019-06-20 13:02:00,1
2019-06-20 13:03:00,1
2019-06-20 13:04:00,10
2019-06-20 13:06:00,4
2019-06-20 13:07:00,7
2019-06-20 13:08:00,1
2019-06-20 13:10:00,4
2019-06-20 13:11:00,2
2019-06-20 14:09:00,1
2019-06-20 18:53:00,1
2019-06-20 18:58:00,1
2019-06-20 19:03:00,2
2019-06-20 19:10:00,1
2019-06-20 19:11:00,1
2019-06-20 19:12:00,1
2019-06-20 19:19:00,4
2019-06-20 20:10:00,1
2019-06-20 20:29:00,1
2019-06-20 20:53:00,1
2019-06-20 20:55:00,1
2019-06-20 20:56:00,1
2019-06-20 20:57:00,1
2019-06-20 21:04:00,1
2019-06-20 21:16:00,1
2019-06-20 21:53:00,1
2019-06-20 21:54:00,1
2019-06-20 22:05:00,1
